year,site,yield_mg_ha,soilp_h,soilk_ppm,soilp_ppm,om_pct,previous_crop,total_gdd,total_prcp,avg_t2m,gdd_early,gdd_mid,gdd_late,prcp_early,prcp_mid,prcp_late,t2m_s6,t2m_s7,t2m_s8,prev_crop_simple
2023,OHH1,15.80347881,7.6,128.0,41.0,5.3,soybean,1692.55,414.07,17.5548631578947,622.0,884.575,185.975,158.44,154.02,101.61,20.7973684210526,18.8021052631579,12.19,Soybean
2022,MIH1,5.233568244,6.4,110.0,34.0,2.0,soybean,1501.46,407.59,18.2134080882353,479.72,766.41,255.33,135.59,190.77,81.23,20.5623529411765,20.47125,15.8258823529412,Soybean
2015,NEH1,3.497526151,,,,,,1624.265,476.75,19.3907389705882,621.285,774.92,228.06,203.07,208.88,64.8,22.836875,19.80625,14.383125,Other
2019,TXH4,10.28144849,,,,,,,,,,,,,,,,,,Other
2019,ONH2,9.742688148,,,,,soybean,1322.255,429.39,17.381825,578.29,655.295,88.67,125.1,195.32,108.97,19.596,19.3213333333333,12.690625,Soybean
2019,IAH2,17.55106237,5.9,281.0,58.0,4.7,soybean,1642.995,734.68,18.1955263157895,352.66,908.925,381.41,250.52,226.98,257.18,22.4733333333333,20.1178947368421,21.9272222222222,Soybean
2020,IAH1,11.61824706,6.2,157.0,30.0,5.1,soybean,1670.29,491.21,20.2759227941176,473.685,877.075,319.53,260.78,82.84,147.59,22.835625,24.479375,18.57,Soybean
2015,NYH1,6.707061049,,,,,,,,,,,,,,,,,,Other
2023,NCH1,9.414882714,5.6,98.0,91.0,0.8,wheat,2125.91,575.4,24.0668708333333,448.755,949.01,728.145,152.33,228.99,194.08,27.63,27.3533333333333,28.586875,Wheat
2023,INH1,12.75009759,7.0,160.0,32.0,4.2,soybean,1798.805,400.25,20.7009080882353,459.11,889.625,450.07,61.76,249.74,88.75,23.891875,23.3170588235294,21.395625,Soybean
2020,IAH1,10.46145418,6.2,157.0,30.0,5.1,soybean,1670.29,491.21,20.2759227941176,473.685,877.075,319.53,260.78,82.84,147.59,22.835625,24.479375,18.57,Soybean
2016,WIH2,9.888842638,6.8,78.0,4.0,3.1,soybean,1464.68,618.63,19.2962291666667,454.155,741.555,268.97,203.22,275.55,139.86,22.392,20.5626666666667,18.4975,Soybean
2021,NEH1,6.160019039,6.0,172.0,46.0,3.3,soybean,2003.125,458.01,20.9432222222222,579.05,1039.65,384.425,154.77,202.08,101.16,26.6688888888889,23.8333333333333,20.8144444444444,Soybean
2023,NCH1,5.98645578,5.6,98.0,91.0,0.8,wheat,2125.91,575.4,24.0668708333333,448.755,949.01,728.145,152.33,228.99,194.08,27.63,27.3533333333333,28.586875,Wheat
2017,ONH2,4.990657365,6.7,83.0,19.0,4.5,soybean,1511.705,403.8,19.1987352941176,415.065,703.78,392.86,150.53,160.07,93.2,21.761875,17.6125,20.238125,Soybean
2020,GAH1,9.484388647,6.9,76.0,137.0,0.9,peanut,1881.55,525.0,24.3127142857143,355.79,826.525,699.235,188.7,220.18,116.12,25.5907142857143,27.5085714285714,28.8878571428571,Peanut
2020,NCH1,6.663196615,5.5,182.0,53.0,2.0,wheat/soybean,1779.57,697.28,23.700467032967,356.815,780.375,642.38,200.24,228.94,268.1,26.46,28.0930769230769,27.4584615384615,Soybean
2017,IAH4,13.83713264,6.1,106.0,11.0,4.6,soybean,1788.85,461.56,21.0550367647059,476.78,864.635,447.435,141.47,148.75,171.34,22.57125,21.8747058823529,20.878125,Soybean
2019,ILH1,9.986460049,,,,,soybean,1786.825,468.62,21.7003375,539.365,795.845,451.615,233.51,141.13,93.98,24.292,21.98,22.5413333333333,Soybean
2018,IAH4,15.64923524,,,,,soybean,1744.95,740.24,20.2076617647059,638.125,847.03,259.795,275.17,297.2,167.87,23.5025,22.285625,19.7964705882353,Soybean
2017,IAH1,9.598431949,6.1,149.0,23.0,4.8,soybean,1902.08,487.73,20.1242456140351,456.24,951.025,494.815,172.94,159.46,155.33,22.4922222222222,22.3155555555556,20.4694736842105,Soybean
2014,IAH3,11.41804978,,,,,soybean,1454.53,661.42,18.1815845588235,531.6,707.245,215.685,319.99,251.28,90.15,22.4529411764706,19.1875,15.8694117647059,Soybean
2017,WIH2,10.38606676,6.9,201.0,47.0,3.2,soybean,1364.205,602.95,16.8051666666667,415.27,654.34,294.595,243.49,213.32,146.14,18.8361111111111,16.0972222222222,19.37,Soybean
2017,ARH2,5.556194063,,,,,corn,1962.755,609.49,24.1588619047619,477.25,886.755,598.75,225.2,189.53,194.76,28.1271428571429,28.0,25.7693333333333,Corn
2022,IAH2,10.34725024,5.9,196.0,59.0,3.9,soybean,1722.19,318.6,21.5339625,506.005,849.49,366.695,150.86,118.63,49.11,25.034,24.1966666666667,21.0166666666667,Soybean
2021,IAH2,13.8785593,5.7,284.0,57.0,4.3,soybean,1904.735,425.59,21.5546433823529,450.16,896.04,558.535,105.11,209.67,110.81,25.0635294117647,24.9325,23.7905882352941,Soybean
2021,DEH1,8.043676787,6.1,115.0,103.0,1.0,soybean,1891.885,504.73,23.132219047619,393.575,834.16,664.15,114.83,214.93,174.97,26.3286666666667,24.9035714285714,26.3646666666667,Soybean
2017,TXH2,8.320482207,,,,,,2482.155,424.14,27.1068125,674.405,1090.985,716.765,136.38,141.2,146.56,30.868125,30.018125,25.83875,Other
2023,NEH3,5.951485044,,,,,wheat,1721.185,333.34,21.8903083333333,510.075,835.94,375.17,137.77,121.81,73.76,26.3673333333333,25.8693333333333,19.9326666666667,Wheat
2020,WIH2,10.31450177,6.7,183.0,68.0,4.7,soybean,1359.655,654.25,17.1582794117647,436.535,755.165,167.955,234.25,247.57,172.43,21.3475,20.2652941176471,14.2064705882353,Soybean
2023,ILH1,10.36940205,,,,,soybean,1813.71,382.87,22.1608833333333,430.52,840.36,542.83,82.68,215.74,84.45,25.9286666666667,23.2426666666667,24.2273333333333,Soybean
2023,IAH3,11.98623107,5.9,187.0,55.0,4.1,soybean,1827.37,280.25,21.703625,510.645,872.825,443.9,75.36,114.37,90.52,24.316875,25.614375,21.735625,Soybean
2019,MNH1,10.21990857,6.3,262.0,69.0,5.2,soybean,1255.995,655.33,15.0716470588235,568.945,628.445,58.605,263.48,245.81,146.04,17.9317647058824,18.0535294117647,8.90411764705882,Soybean
2021,NEH3,10.36921892,5.8,147.0,42.0,3.0,,1809.36,288.03,22.41335,538.095,869.545,401.72,91.11,150.9,46.02,26.5426666666667,23.84625,22.6166666666667,Other
2018,NYH2,7.619367344,7.1,59.0,21.0,3.2,soybean,1508.92,789.84,14.5571452380952,635.505,833.545,39.87,165.7,422.31,201.83,20.4495238095238,15.615,6.09571428571429,Soybean
2022,DEH1,13.08454829,6.6,136.0,75.0,1.2,soybean,1955.325,393.8,23.394,384.24,904.94,666.145,121.3,173.15,99.35,27.0173333333333,28.0166666666667,25.7993333333333,Soybean
2023,NCH1,7.899946357,5.6,98.0,91.0,0.8,wheat,2125.91,575.4,24.0668708333333,448.755,949.01,728.145,152.33,228.99,194.08,27.63,27.3533333333333,28.586875,Wheat
2017,GAH1,13.61242438,6.6,95.0,123.0,1.0,corn,2241.45,631.11,24.7849791666667,532.76,956.325,752.365,115.69,348.78,166.64,26.342,26.848125,26.1846666666667,Corn
2018,IAH4,11.71181936,,,,,soybean,1744.95,740.24,20.2076617647059,638.125,847.03,259.795,275.17,297.2,167.87,23.5025,22.285625,19.7964705882353,Soybean
2016,NCH1,5.947967314,5.5,209.0,138.0,2.3,wheat and Double Crop soybean,2033.94,744.35,23.8577416666667,403.205,906.955,723.78,193.99,293.94,256.42,27.156,27.8173333333333,27.6,Soybean
2018,MNH1,9.759117181,6.5,161.0,28.0,4.8,soybean,1454.81,713.26,16.4432287581699,643.94,743.225,67.645,280.97,323.39,108.9,20.5288235294118,18.6635294117647,9.96555555555556,Soybean
2018,WIH2,9.820629497,6.9,201.0,47.0,3.2,soybean,1444.915,801.62,19.0154458333333,463.045,739.42,242.45,191.53,404.96,205.13,23.9493333333333,20.953125,18.6973333333333,Soybean
2018,MOH1,7.15174821,6.8,99.0,15.0,2.6,,1923.885,401.73,25.7420384615385,574.36,813.145,536.38,90.38,157.89,153.46,25.0669230769231,26.9107692307692,25.3869230769231,Other
2023,ILH1,10.34756443,,,,,soybean,1813.71,382.87,22.1608833333333,430.52,840.36,542.83,82.68,215.74,84.45,25.9286666666667,23.2426666666667,24.2273333333333,Soybean
2021,WIH2,12.12859669,6.8,152.0,64.0,4.5,soybean,1561.51,450.9,18.8113419117647,529.185,760.17,272.155,153.43,217.16,80.31,23.0788235294118,18.613125,17.59,Soybean
2023,IAH2,12.56762548,5.7,251.0,52.0,4.2,soybean,1846.43,360.76,22.4216708333333,481.15,807.93,557.35,110.34,184.86,65.56,26.1773333333333,22.734,26.43875,Soybean
2019,IAH3,14.90923947,6.1,186.0,45.0,4.1,soybean,1613.9,700.68,18.6488594771242,412.81,851.505,349.585,283.31,161.03,256.34,22.24,19.68,21.6033333333333,Soybean
2018,TXH1,5.569375273,,,,,,2243.77,366.77,25.3308161764706,426.47,987.565,829.735,161.32,119.28,86.17,30.049375,29.0325,28.99,Other
2020,GEH1,10.26532614,7.1,250.0,62.0,2.5,wheat,1089.475,339.12,14.1922952380952,341.255,660.285,87.935,119.97,117.85,101.3,17.7125,16.1575,10.143,Wheat
2015,IAH4,11.01245949,6.4,95.0,42.0,4.4,soybean,1557.01,694.08,20.37445,372.955,734.895,449.16,197.87,283.51,212.7,24.0386666666667,23.024,19.078,Soybean
2019,TXH1,9.304789493,8.3,91.0,5.0,0.6,,2224.655,503.6,25.2526041666667,434.61,970.86,819.185,236.16,236.96,30.48,27.0713333333333,27.190625,29.5446666666667,Other
2016,MOH1,7.391591482,6.7,150.0,35.0,2.2,soybean,1866.775,633.97,23.9622802197802,569.0,810.48,487.295,218.43,247.61,167.93,25.2492857142857,23.7515384615385,24.0078571428571,Soybean
2016,NCH1,10.25237648,5.5,209.0,138.0,2.3,wheat and Double Crop soybean,2033.94,744.35,23.8577416666667,403.205,906.955,723.78,193.99,293.94,256.42,27.156,27.8173333333333,27.6,Soybean
2016,TXH1,5.111977196,7.9,341.0,43.0,,corn,2027.265,788.36,23.4158125,397.45,831.56,798.255,283.11,451.5,53.75,24.386,26.514,27.673125,Corn
2018,MNH1,9.653039821,6.5,161.0,28.0,4.8,soybean,1454.81,713.26,16.4432287581699,643.94,743.225,67.645,280.97,323.39,108.9,20.5288235294118,18.6635294117647,9.96555555555556,Soybean
2020,TXH3,5.905613571,7.9,340.0,29.0,2.0,,1914.54,386.75,26.1671474358974,450.015,794.865,669.66,132.56,197.02,57.17,28.0391666666667,27.1146153846154,29.9684615384615,Other
2019,MOH1,8.606430652,7.0,143.0,25.0,3.0,soybean,1924.32,630.55,23.4584714285714,512.125,867.45,544.745,238.25,212.07,180.23,25.32,25.3764285714286,22.802,Soybean
2018,ARH1,4.623466501,,,,,corn,2004.74,367.18,26.6172307692308,510.415,866.245,628.08,122.05,133.95,111.18,28.6853846153846,29.7438461538462,27.4530769230769,Corn
2023,WIH2,17.32919292,6.5,94.0,48.0,5.2,soybean,1623.225,406.62,16.5903571428571,563.4,892.84,166.985,66.49,235.68,104.45,22.8855,17.8255,13.18,Soybean
2022,OHH1,12.11667083,6.0,126.0,61.0,4.8,soybean,1544.77,373.24,19.0127333333333,565.645,754.585,224.54,191.0,157.59,24.65,22.5473333333333,20.08,12.72,Soybean
2022,NYH3,8.899200116,8.0,45.0,15.0,3.5,soybean,1546.13,447.48,17.8378333333333,481.485,843.105,221.54,133.02,235.42,79.04,20.7838888888889,19.6583333333333,13.6866666666667,Soybean
2018,TXH2,9.209272401,,,,,,2320.14,337.25,29.0047428571429,680.19,954.805,685.145,69.85,87.92,179.48,33.2335714285714,29.4214285714286,30.6971428571429,Other
2021,TXH2,6.278022257,7.8,311.0,15.0,2.1,corn,2036.31,465.09,23.5748125,405.435,870.3,760.575,58.12,275.14,131.83,24.272,28.645,27.2006666666667,Corn
2020,NYH2,8.714840898,8.07,48.0,9.0,3.8,soybean,1535.875,380.33,18.2635882352941,542.23,798.195,195.45,122.13,143.54,114.66,21.55,18.7611764705882,14.1747058823529,Soybean
2018,IAH4,11.6597222,,,,,soybean,1744.95,740.24,20.2076617647059,638.125,847.03,259.795,275.17,297.2,167.87,23.5025,22.285625,19.7964705882353,Soybean
2014,TXH1,8.65390753,,,,,wheat,2183.705,535.24,22.8731241830065,332.385,987.03,864.29,93.83,325.44,115.97,25.6964705882353,27.095,28.2176470588235,Wheat
2015,WIH2,11.83338755,6.4,200.0,82.0,3.1,soybean,1381.95,498.15,19.148580952381,359.085,663.925,358.94,187.02,182.4,128.73,23.3393333333333,19.0564285714286,21.0593333333333,Soybean
2023,INH1,14.85182586,7.0,160.0,32.0,4.2,soybean,1798.805,400.25,20.7009080882353,459.11,889.625,450.07,61.76,249.74,88.75,23.891875,23.3170588235294,21.395625,Soybean
2014,GAH1,6.75306235,,,,,cotton,2215.065,643.96,24.3794154411765,458.335,970.63,786.1,321.05,180.47,142.44,26.590625,26.2675,27.55125,Cotton
2018,IAH2,13.69088397,,,,,,1797.39,785.93,19.6460490196078,577.72,887.855,331.815,278.25,273.99,233.69,23.4516666666667,21.4488235294118,20.8744444444444,Other
2020,INH1,11.70167871,6.6,105.0,15.0,2.9,soybean,1650.835,392.42,21.6063047619048,427.01,763.11,460.715,134.72,205.15,52.55,22.5292857142857,22.9571428571429,24.2714285714286,Soybean
2018,OHH1,12.22337587,,,,,soybean,1788.485,455.04,22.2232571428571,521.07,747.83,519.585,161.13,153.44,140.47,23.1313333333333,22.2364285714286,24.1993333333333,Soybean
2017,NCH1,6.79899391,5.4,189.0,66.0,3.4,Small Grains and Double Crop soybean,1965.66,639.62,24.1506238095238,489.77,877.16,598.73,164.97,238.7,235.95,27.2692857142857,25.1242857142857,26.7471428571429,Soybean
2022,IAH4,9.371840663,5.9,297.0,77.0,4.8,soybean,1732.935,372.72,20.8942916666667,536.49,872.82,323.625,196.03,119.9,56.79,23.5726666666667,23.680625,20.1473333333333,Soybean
2017,MOH1,2.383288393,6.4,130.0,31.0,1.9,soybean,1940.53,570.92,22.7154583333333,562.09,861.095,517.345,231.53,226.4,112.99,23.149375,22.3646666666667,21.21625,Soybean
2018,WIH2,11.39672567,6.9,201.0,47.0,3.2,soybean,1444.915,801.62,19.0154458333333,463.045,739.42,242.45,191.53,404.96,205.13,23.9493333333333,20.953125,18.6973333333333,Soybean
2014,ONH2,10.33972613,,,,,soybean,1319.665,502.65,15.6194970760234,537.2,695.69,86.775,173.3,221.77,107.58,19.7133333333333,15.7810526315789,11.7733333333333,Soybean
2022,IAH3,10.24933268,6.6,194.0,47.0,4.8,soybean,1762.965,341.44,20.6382058823529,507.035,876.16,379.77,137.57,157.46,46.41,24.968125,23.100625,21.41625,Soybean
2014,ONH1,11.38859251,,,,,wheat,1123.105,473.68,15.6458823529412,380.905,586.69,155.51,141.52,219.81,112.35,18.5076470588235,17.9770588235294,14.1947058823529,Wheat
2017,MOH1,9.149643115,6.4,130.0,31.0,1.9,soybean,1940.53,570.92,22.7154583333333,562.09,861.095,517.345,231.53,226.4,112.99,23.149375,22.3646666666667,21.21625,Soybean
2020,WIH3,14.14454406,5.3,72.0,93.0,1.0,,1312.035,576.79,16.3825032679739,522.57,648.325,141.14,246.63,205.05,125.11,21.3276470588235,14.7258823529412,12.3323529411765,Other
2022,NYH3,8.007271539,8.0,45.0,15.0,3.5,soybean,1546.13,447.48,17.8378333333333,481.485,843.105,221.54,133.02,235.42,79.04,20.7838888888889,19.6583333333333,13.6866666666667,Soybean
2017,NEH4,2.430364145,5.6,529.0,32.0,2.4,corn,1830.06,588.05,19.521201754386,625.06,940.04,264.96,225.9,190.93,171.22,22.4972222222222,21.5505555555556,19.7633333333333,Corn
2018,NYH3,8.906104559,7.7,57.0,23.0,3.6,soybean,1508.92,789.84,14.5571452380952,635.505,833.545,39.87,165.7,422.31,201.83,20.4495238095238,15.615,6.09571428571429,Soybean
2018,MNH1,5.892001092,6.5,161.0,28.0,4.8,soybean,1454.81,713.26,16.4432287581699,643.94,743.225,67.645,280.97,323.39,108.9,20.5288235294118,18.6635294117647,9.96555555555556,Soybean
2016,IAH2,8.214514602,5.9,159.0,42.0,,soybean,1695.22,656.65,19.6703529411765,370.655,863.03,461.535,193.74,248.49,214.42,24.1788235294118,22.4488235294118,21.5129411764706,Soybean
2023,INH1,12.05631132,7.0,160.0,32.0,4.2,soybean,1798.805,400.25,20.7009080882353,459.11,889.625,450.07,61.76,249.74,88.75,23.891875,23.3170588235294,21.395625,Soybean
2023,DEH1,14.58774718,6.2,192.0,205.0,1.5,soybean,1873.365,522.14,22.8496047619048,399.0,893.72,580.645,138.13,230.53,153.48,25.3933333333333,26.4321428571429,24.322,Soybean
2018,MNH1,8.265874335,6.5,161.0,28.0,4.8,soybean,1454.81,713.26,16.4432287581699,643.94,743.225,67.645,280.97,323.39,108.9,20.5288235294118,18.6635294117647,9.96555555555556,Soybean
2015,SDH1,3.970193971,6.5,316.0,26.0,3.0,wheat,1534.505,362.24,19.317375,447.355,779.285,307.865,209.05,97.17,56.02,21.45,22.744375,18.86125,Wheat
2020,DEH1,7.014980059,6.1,117.0,108.0,1.5,soybean,1737.71,536.55,24.1370128205128,396.455,809.835,531.42,68.17,276.11,192.27,28.1438461538462,26.67,24.3892307692308,Soybean
2023,TXH1,11.26906522,8.1,371.0,32.0,2.4,Sorghum,1920.33,426.12,24.0782761904762,394.255,731.47,794.605,125.72,278.53,21.87,23.6886666666667,25.4821428571429,30.3653333333333,Sorghum
2017,MNH1,4.623466501,7.4,130.0,20.0,7.1,,1434.12,597.04,17.8865098039216,416.255,705.815,312.05,193.36,212.56,191.12,19.5152941176471,17.9352941176471,20.2352941176471,Other
2016,IAH4,9.142875059,6.7,209.0,31.0,,soybean,1789.88,652.69,19.9544052287582,420.62,900.795,468.465,170.15,305.15,177.39,23.5405882352941,22.92,21.3205555555556,Soybean
2020,MIH1,6.73192005,6.3,143.0,26.0,1.8,soybean,1407.04,450.83,18.407875,493.06,708.765,205.215,177.77,173.97,99.09,22.4453333333333,19.46625,15.6493333333333,Soybean
2023,COH1,6.000645027,,,,,Winter Wheat,1513.19,307.09,18.22275,437.675,768.875,306.64,167.15,117.63,22.31,23.6870588235294,18.79,17.1452941176471,Wheat
2021,IAH3,8.633692876,5.9,188.0,63.0,4.1,soybean,1888.33,407.39,21.1821580882353,496.895,910.065,481.37,128.54,200.32,78.53,24.2976470588235,24.89,20.6894117647059,Soybean
2016,NEH4,7.680365975,,,,,,1746.63,449.2,20.951925,670.745,804.65,271.235,160.19,226.32,62.69,22.41125,21.34,15.376875,Other
2022,TXH2,5.580045777,8.3,150.0,9.0,1.8,corn,2352.885,173.05,27.5731875,497.71,1012.07,843.105,54.94,102.61,15.5,30.3973333333333,31.6175,33.3073333333333,Corn
2019,NYH3,14.65441564,7.7,55.0,8.0,3.6,soybean,1396.565,582.62,14.1233380952381,590.29,750.375,55.9,218.29,211.25,153.08,17.7095,14.7442857142857,9.5545,Soybean
2014,GAH1,5.015982802,,,,,cotton,2215.065,643.96,24.3794154411765,458.335,970.63,786.1,321.05,180.47,142.44,26.590625,26.2675,27.55125,Cotton
2022,MOH2,7.234601533,7.7,96.0,46.0,2.9,soybean,2103.49,404.13,23.1347095588235,620.97,1004.96,477.56,159.12,172.53,72.48,27.1152941176471,25.294375,23.8605882352941,Soybean
2022,IAH1,12.27672839,6.2,197.0,51.0,4.9,soybean,1830.69,329.99,21.9876375,513.605,851.35,465.735,134.87,119.08,76.04,25.7646666666667,23.484,23.6925,Soybean
2016,WIH1,10.83956789,7.0,130.0,49.0,3.1,soybean,1514.275,650.17,19.3395333333333,396.82,752.27,365.185,171.6,308.85,169.72,22.8653333333333,21.485,20.015625,Soybean
2019,MNH1,10.51517153,6.3,262.0,69.0,5.2,soybean,1255.995,655.33,15.0716470588235,568.945,628.445,58.605,263.48,245.81,146.04,17.9317647058824,18.0535294117647,8.90411764705882,Soybean
2023,MOH1,6.722748139,7.0,136.0,28.0,3.1,soybean,2053.595,381.48,22.5107095588235,697.785,934.75,421.06,70.75,228.83,81.9,25.280625,21.7847058823529,23.2835294117647,Soybean
2014,NEH2,7.069986818,,,,,wheat,1722.815,459.62,19.3933692810458,545.08,841.29,336.445,239.41,177.28,42.93,23.6094117647059,18.1429411764706,19.2322222222222,Wheat
2021,NCH1,9.783596572,6.15,87.5,62.5,1.2,peanut,2089.41,691.18,23.4574875,451.675,935.05,702.685,150.29,397.8,143.09,26.1346666666667,25.423125,26.7913333333333,Peanut
2021,IAH4,8.426559568,5.9,239.0,52.0,3.0,soybean,2015.555,490.76,20.4289473684211,549.255,1056.04,410.26,120.52,214.41,155.83,24.7321052631579,23.9136842105263,20.1278947368421,Soybean
2018,TXH2,6.401674565,,,,,,2320.14,337.25,29.0047428571429,680.19,954.805,685.145,69.85,87.92,179.48,33.2335714285714,29.4214285714286,30.6971428571429,Other
2020,WIH2,13.12403572,6.7,183.0,68.0,4.7,soybean,1359.655,654.25,17.1582794117647,436.535,755.165,167.955,234.25,247.57,172.43,21.3475,20.2652941176471,14.2064705882353,Soybean
2022,IAH1,7.534630991,6.2,197.0,51.0,4.9,soybean,1830.69,329.99,21.9876375,513.605,851.35,465.735,134.87,119.08,76.04,25.7646666666667,23.484,23.6925,Soybean
2017,MOH1,7.940110133,6.4,130.0,31.0,1.9,soybean,1940.53,570.92,22.7154583333333,562.09,861.095,517.345,231.53,226.4,112.99,23.149375,22.3646666666667,21.21625,Soybean
2019,OHH1,12.06577957,6.6,163.0,43.0,5.0,soybean,1521.11,316.19,21.5453351648352,478.425,635.485,407.2,176.67,103.87,35.65,23.0484615384615,20.3476923076923,22.4261538461538,Soybean
2021,MIH1,12.73493237,7.0,106.0,58.0,2.4,soybean,1653.17,620.43,19.9602316176471,497.08,774.77,381.32,232.06,204.99,183.38,22.554375,23.446875,19.795625,Soybean
2014,IAH1,7.464931568,,,,,soybean,1515.415,669.46,19.3315791666667,514.96,737.51,262.945,258.76,218.53,192.17,21.8225,23.8333333333333,15.9975,Soybean
2022,NYH2,8.638086612,7.9,38.0,13.0,3.7,soybean,1546.13,447.48,17.8378333333333,481.485,843.105,221.54,133.02,235.42,79.04,20.7838888888889,19.6583333333333,13.6866666666667,Soybean
2019,NYH2,15.28171064,7.8,75.0,10.0,3.6,soybean,1396.565,582.62,14.2334904761905,590.29,747.63,58.645,218.29,209.43,154.9,17.7095,14.9805,9.8935,Soybean
2021,GAH1,8.867188604,,,,,corn,1919.615,619.92,23.4052476190476,388.715,821.445,709.455,146.15,210.98,262.79,27.2021428571429,25.4713333333333,26.1121428571429,Corn
2015,WIH1,9.638545705,6.9,142.0,43.0,3.4,soybean,1342.84,459.85,18.9050476190476,419.695,675.69,247.455,197.85,151.87,110.13,19.7671428571429,21.6407142857143,18.3473333333333,Soybean
2018,IAH4,12.17504476,,,,,soybean,1744.95,740.24,20.2076617647059,638.125,847.03,259.795,275.17,297.2,167.87,23.5025,22.285625,19.7964705882353,Soybean
2017,WIH2,12.73791052,6.9,201.0,47.0,3.2,soybean,1364.205,602.95,16.8051666666667,415.27,654.34,294.595,243.49,213.32,146.14,18.8361111111111,16.0972222222222,19.37,Soybean
2014,NEH1,2.959892095,,,,,soybean,1681.305,629.12,20.346875,540.82,841.15,299.335,243.1,224.1,161.92,23.86125,24.1125,16.24875,Soybean
2015,NCH1,11.25645212,,,,,wheat/double crop soybean,2006.8,521.23,24.8060285714286,460.315,908.61,637.875,167.83,178.41,174.99,28.2364285714286,27.3642857142857,26.3335714285714,Soybean
2020,MIH1,6.758782596,6.3,143.0,26.0,1.8,soybean,1407.04,450.83,18.407875,493.06,708.765,205.215,177.77,173.97,99.09,22.4453333333333,19.46625,15.6493333333333,Soybean
2023,NCH1,8.545115649,5.6,98.0,91.0,0.8,wheat,2125.91,575.4,24.0668708333333,448.755,949.01,728.145,152.33,228.99,194.08,27.63,27.3533333333333,28.586875,Wheat
2015,IAH4,11.09730065,6.4,95.0,42.0,4.4,soybean,1557.01,694.08,20.37445,372.955,734.895,449.16,197.87,283.51,212.7,24.0386666666667,23.024,19.078,Soybean
2016,MNH1,7.908115067,6.2,188.0,21.0,4.4,soybean,1484.005,778.78,19.2334458333333,460.095,734.25,289.66,177.87,337.1,263.81,22.786,19.14375,18.202,Soybean
2018,SCH1,7.358881517,,,,,soybean,2091.76,648.42,24.5197095238095,485.75,907.635,698.375,285.18,229.28,133.96,26.4564285714286,25.8313333333333,26.3046666666667,Soybean
2019,WIH2,9.933198589,7.1,111.0,40.0,4.5,soybean,1236.275,671.99,14.8886111111111,543.15,643.475,49.65,214.21,321.59,136.19,18.0564705882353,18.7729411764706,8.75352941176471,Soybean
2017,ARH1,6.99231833,,,,,corn,2064.835,610.31,24.7224761904762,491.145,912.97,660.72,219.71,209.19,181.41,27.764,29.9421428571429,26.9493333333333,Corn
2016,INH1,7.959559417,6.0,123.0,6.0,2.8,soybean,1707.215,528.37,22.2911619047619,487.265,769.94,450.01,124.49,270.96,132.92,25.4164285714286,23.4921428571429,22.9457142857143,Soybean
2016,TXH2,8.614845527,7.5,422.0,35.0,,,2301.02,526.77,26.7793523809524,568.79,1001.925,730.305,251.45,48.53,226.79,30.5728571428571,30.4613333333333,27.124,Other
2021,IAH2,11.42936485,5.7,284.0,57.0,4.3,soybean,1904.735,425.59,21.5546433823529,450.16,896.04,558.535,105.11,209.67,110.81,25.0635294117647,24.9325,23.7905882352941,Soybean
2019,NYH1,8.359373934,7.7,65.0,34.0,2.4,soybean,1321.48,544.34,14.0012315789474,614.75,660.06,46.67,194.94,196.41,152.99,17.9068421052632,12.6510526315789,8.98210526315789,Soybean
2018,TXH1,5.743869393,,,,,,2243.77,366.77,25.3308161764706,426.47,987.565,829.735,161.32,119.28,86.17,30.049375,29.0325,28.99,Other
2015,NYH2,7.016961093,7.6,39.0,13.0,2.5,soybean,1528.175,649.65,16.9172105263158,483.38,854.395,190.4,275.62,197.37,176.66,20.7521052631579,21.351,13.9410526315789,Soybean
2020,NEH3,11.45658311,,,,,,1829.785,245.81,19.7003333333333,551.41,946.445,331.93,100.19,133.37,12.25,26.7094444444444,20.72,19.1366666666667,Other
2023,IAH2,7.601287431,5.7,251.0,52.0,4.2,soybean,1846.43,360.76,22.4216708333333,481.15,807.93,557.35,110.34,184.86,65.56,26.1773333333333,22.734,26.43875,Soybean
2022,DEH1,14.21436633,6.6,136.0,75.0,1.2,soybean,1955.325,393.8,23.394,384.24,904.94,666.145,121.3,173.15,99.35,27.0173333333333,28.0166666666667,25.7993333333333,Soybean
2019,MNH1,8.662020226,6.3,262.0,69.0,5.2,soybean,1255.995,655.33,15.0716470588235,568.945,628.445,58.605,263.48,245.81,146.04,17.9317647058824,18.0535294117647,8.90411764705882,Soybean
2023,IAH1,10.34866721,5.9,160.0,42.0,4.9,soybean,1748.56,226.21,22.7596047619048,493.895,795.5,459.165,71.25,113.13,41.83,24.4978571428571,25.8821428571429,22.9928571428571,Soybean
2018,MNH1,6.832888451,6.5,161.0,28.0,4.8,soybean,1454.81,713.26,16.4432287581699,643.94,743.225,67.645,280.97,323.39,108.9,20.5288235294118,18.6635294117647,9.96555555555556,Soybean
2016,NEH1,7.343865024,,,,,,2016.775,526.36,20.6365760233918,608.73,1016.995,391.05,189.84,240.12,96.4,24.1777777777778,21.9110526315789,19.7133333333333,Other
2015,WIH2,9.372864222,6.4,200.0,82.0,3.1,soybean,1381.95,498.15,19.148580952381,359.085,663.925,358.94,187.02,182.4,128.73,23.3393333333333,19.0564285714286,21.0593333333333,Soybean
