lon,lat,year,mm,dd,doy,yyyymmdd,t2m,t2m_max,t2m_min,prectotcorr,allsky_sfc_sw_dwn,site,date_planted,date_harvested,season_length,dap,progress,stage
-86.99747716826982,40.47902610505934,2015,9,1,244,2015-09-01,24.33,28.85,19.62,1.12,19.3,INH1,2015-05-14,2015-10-15,154,110,0.7142857142857143,s8
-86.99747716826982,40.47902610505934,2015,9,2,245,2015-09-02,25.11,30.16,20.5,0.1,19.09,INH1,2015-05-14,2015-10-15,154,111,0.7207792207792207,s8
-86.99747716826982,40.47902610505934,2015,9,3,246,2015-09-03,25.14,30.18,20.66,0,20.3,INH1,2015-05-14,2015-10-15,154,112,0.7272727272727273,s8
-86.99747716826982,40.47902610505934,2015,9,4,247,2015-09-04,25.57,30.89,20.54,4.44,17.46,INH1,2015-05-14,2015-10-15,154,113,0.7337662337662337,s8
-86.99747716826982,40.47902610505934,2015,9,5,248,2015-09-05,24.23,27.69,21.32,2.98,13.59,INH1,2015-05-14,2015-10-15,154,114,0.7402597402597403,s8
-86.99747716826982,40.47902610505934,2015,9,6,249,2015-09-06,25.23,31.43,19.99,0.01,21.25,INH1,2015-05-14,2015-10-15,154,115,0.7467532467532467,s8
-86.99747716826982,40.47902610505934,2015,9,7,250,2015-09-07,25.58,31.18,20.3,0.04,18.63,INH1,2015-05-14,2015-10-15,154,116,0.7532467532467533,s8
-86.99747716826982,40.47902610505934,2015,9,8,251,2015-09-08,25.02,30.53,21.51,7.16,17.54,INH1,2015-05-14,2015-10-15,154,117,0.7597402597402597,s8
-86.99747716826982,40.47902610505934,2015,9,9,252,2015-09-09,20.94,24.34,15.99,0.95,8.72,INH1,2015-05-14,2015-10-15,154,118,0.7662337662337663,s8
-86.99747716826982,40.47902610505934,2015,9,10,253,2015-09-10,19.62,26.24,13.28,0.14,18.96,INH1,2015-05-14,2015-10-15,154,119,0.7727272727272727,s8
-86.99747716826982,40.47902610505934,2015,9,11,254,2015-09-11,17.11,19.59,13.74,7.19,8.41,INH1,2015-05-14,2015-10-15,154,120,0.7792207792207793,s8
-86.99747716826982,40.47902610505934,2015,9,12,255,2015-09-12,13.75,17.71,9.8,0.38,17.45,INH1,2015-05-14,2015-10-15,154,121,0.7857142857142857,s8
-86.99747716826982,40.47902610505934,2015,9,13,256,2015-09-13,14.09,20.68,7.38,0,18.31,INH1,2015-05-14,2015-10-15,154,122,0.7922077922077922,s8
-86.99747716826982,40.47902610505934,2015,9,14,257,2015-09-14,17.12,24.8,9.32,0,21.84,INH1,2015-05-14,2015-10-15,154,123,0.7987012987012987,s8
-86.99747716826982,40.47902610505934,2015,9,15,258,2015-09-15,18.69,26.24,12.06,0,20.37,INH1,2015-05-14,2015-10-15,154,124,0.8051948051948052,s9
-86.99747716826982,40.47902610505934,2015,9,16,259,2015-09-16,19.16,27.15,12,0,21.02,INH1,2015-05-14,2015-10-15,154,125,0.8116883116883117,s9
-86.99747716826982,40.47902610505934,2015,9,17,260,2015-09-17,21.07,28.33,13.5,0.1,20.55,INH1,2015-05-14,2015-10-15,154,126,0.8181818181818182,s9
-86.99747716826982,40.47902610505934,2015,9,18,261,2015-09-18,22.33,27.62,18.15,32.56,13.11,INH1,2015-05-14,2015-10-15,154,127,0.8246753246753247,s9
-86.99747716826982,40.47902610505934,2015,9,19,262,2015-09-19,17.77,21.13,10.68,9.19,12.84,INH1,2015-05-14,2015-10-15,154,128,0.8311688311688312,s9
-86.99747716826982,40.47902610505934,2015,9,20,263,2015-09-20,14.73,21.85,8.18,0,21.63,INH1,2015-05-14,2015-10-15,154,129,0.8376623376623377,s9
-86.99747716826982,40.47902610505934,2015,9,21,264,2015-09-21,15.38,22.84,7.93,0,19.48,INH1,2015-05-14,2015-10-15,154,130,0.8441558441558441,s9
-86.99747716826982,40.47902610505934,2015,9,22,265,2015-09-22,16.89,25.05,9.13,0,19.9,INH1,2015-05-14,2015-10-15,154,131,0.8506493506493507,s9
-86.99747716826982,40.47902610505934,2015,9,23,266,2015-09-23,17.81,26.19,10.1,0,20.22,INH1,2015-05-14,2015-10-15,154,132,0.8571428571428571,s9
-86.99747716826982,40.47902610505934,2015,9,24,267,2015-09-24,18.42,26.14,10.8,0,19.81,INH1,2015-05-14,2015-10-15,154,133,0.8636363636363636,s9
-86.99747716826982,40.47902610505934,2015,9,25,268,2015-09-25,18.02,25.69,11.52,0,18.56,INH1,2015-05-14,2015-10-15,154,134,0.8701298701298701,s9
-86.99747716826982,40.47902610505934,2015,9,26,269,2015-09-26,17.31,22.72,12.49,0.02,11.68,INH1,2015-05-14,2015-10-15,154,135,0.8766233766233766,s9
-86.99747716826982,40.47902610505934,2015,9,27,270,2015-09-27,19.68,25.4,14.77,0.07,11.59,INH1,2015-05-14,2015-10-15,154,136,0.8831168831168831,s9
-86.99747716826982,40.47902610505934,2015,9,28,271,2015-09-28,21.31,26.46,15.7,0.01,12.98,INH1,2015-05-14,2015-10-15,154,137,0.8896103896103896,s9
-86.99747716826982,40.47902610505934,2015,9,29,272,2015-09-29,18.99,22.76,14.26,2.39,4.93,INH1,2015-05-14,2015-10-15,154,138,0.8961038961038961,s9
-86.99747716826982,40.47902610505934,2015,9,30,273,2015-09-30,14.03,20.13,8.94,0.01,18.39,INH1,2015-05-14,2015-10-15,154,139,0.9025974025974026,s10
-86.99747716826982,40.47902610505934,2015,10,1,274,2015-10-01,11.39,17.57,6.46,0,18.47,INH1,2015-05-14,2015-10-15,154,140,0.9090909090909091,s10
-86.99747716826982,40.47902610505934,2015,10,2,275,2015-10-02,11.28,17.35,7.27,0.15,13.61,INH1,2015-05-14,2015-10-15,154,141,0.9155844155844156,s10
-86.99747716826982,40.47902610505934,2015,10,3,276,2015-10-03,9.86,12.45,7.96,2.12,4.65,INH1,2015-05-14,2015-10-15,154,142,0.922077922077922,s10
-86.99747716826982,40.47902610505934,2015,10,4,277,2015-10-04,14.53,21.94,9.09,0.09,14.22,INH1,2015-05-14,2015-10-15,154,143,0.9285714285714286,s10
-86.99747716826982,40.47902610505934,2015,10,5,278,2015-10-05,15.79,21.92,10.23,0.01,13.11,INH1,2015-05-14,2015-10-15,154,144,0.935064935064935,s10
-86.99747716826982,40.47902610505934,2015,10,6,279,2015-10-06,16.32,21.31,12.56,0,8.45,INH1,2015-05-14,2015-10-15,154,145,0.9415584415584416,s10
-86.99747716826982,40.47902610505934,2015,10,7,280,2015-10-07,17.6,25.74,11.48,0,14.73,INH1,2015-05-14,2015-10-15,154,146,0.948051948051948,s10
-86.99747716826982,40.47902610505934,2015,10,8,281,2015-10-08,19.03,25.5,12.97,0.33,13.97,INH1,2015-05-14,2015-10-15,154,147,0.9545454545454546,s10
-86.99747716826982,40.47902610505934,2015,10,9,282,2015-10-09,14.56,18.08,7.83,0.21,7.67,INH1,2015-05-14,2015-10-15,154,148,0.961038961038961,s10
-86.99747716826982,40.47902610505934,2015,10,10,283,2015-10-10,12.34,20,5.59,0,17,INH1,2015-05-14,2015-10-15,154,149,0.9675324675324676,s10
-86.99747716826982,40.47902610505934,2015,10,11,284,2015-10-11,15.21,24.04,7.99,0,17,INH1,2015-05-14,2015-10-15,154,150,0.974025974025974,s10
-86.99747716826982,40.47902610505934,2015,10,12,285,2015-10-12,17.06,23.76,12.37,0,11.83,INH1,2015-05-14,2015-10-15,154,151,0.9805194805194806,s10
-86.99747716826982,40.47902610505934,2015,10,13,286,2015-10-13,12.36,17.32,8.35,0,12.63,INH1,2015-05-14,2015-10-15,154,152,0.987012987012987,s10
-86.99747716826982,40.47902610505934,2015,10,14,287,2015-10-14,11.33,18.34,6.51,0,16.42,INH1,2015-05-14,2015-10-15,154,153,0.9935064935064936,s10
-86.99747716826982,40.47902610505934,2015,10,15,288,2015-10-15,12.42,21.36,4.91,0,12.57,INH1,2015-05-14,2015-10-15,154,154,1,s10
-86.99747716826982,40.47902610505934,2016,5,19,140,2016-05-19,14.37,21.42,6.14,0,30.16,INH1,2016-05-19,2016-10-06,140,0,0,s1
-86.99747716826982,40.47902610505934,2016,5,20,141,2016-05-20,14.45,18.68,10.72,0.51,11.57,INH1,2016-05-19,2016-10-06,140,1,0.007142857142857143,s1
-86.99747716826982,40.47902610505934,2016,5,21,142,2016-05-21,16.04,23.04,10.23,3.13,27.45,INH1,2016-05-19,2016-10-06,140,2,0.014285714285714285,s1
-86.99747716826982,40.47902610505934,2016,5,22,143,2016-05-22,16.96,25.76,8.25,0,29.3,INH1,2016-05-19,2016-10-06,140,3,0.02142857142857143,s1
-86.99747716826982,40.47902610505934,2016,5,23,144,2016-05-23,17.13,24.95,8.27,0,29.59,INH1,2016-05-19,2016-10-06,140,4,0.02857142857142857,s1
-86.99747716826982,40.47902610505934,2016,5,24,145,2016-05-24,19.97,27.56,11.3,0,28.33,INH1,2016-05-19,2016-10-06,140,5,0.03571428571428571,s1
-86.99747716826982,40.47902610505934,2016,5,25,146,2016-05-25,22.12,28.66,17.37,0.06,24.49,INH1,2016-05-19,2016-10-06,140,6,0.04285714285714286,s1
-86.99747716826982,40.47902610505934,2016,5,26,147,2016-05-26,21.96,25.47,18.73,4.09,15.79,INH1,2016-05-19,2016-10-06,140,7,0.05,s1
-86.99747716826982,40.47902610505934,2016,5,27,148,2016-05-27,22.42,26.98,18.39,2.29,20.22,INH1,2016-05-19,2016-10-06,140,8,0.05714285714285714,s1
-86.99747716826982,40.47902610505934,2016,5,28,149,2016-05-28,23.13,27.42,20.04,0.55,17.05,INH1,2016-05-19,2016-10-06,140,9,0.06428571428571428,s1
-86.99747716826982,40.47902610505934,2016,5,29,150,2016-05-29,22.57,28.02,17.84,0.27,27.72,INH1,2016-05-19,2016-10-06,140,10,0.07142857142857142,s1
-86.99747716826982,40.47902610505934,2016,5,30,151,2016-05-30,23.07,28.77,15.6,0,25.82,INH1,2016-05-19,2016-10-06,140,11,0.07857142857142857,s1
-86.99747716826982,40.47902610505934,2016,5,31,152,2016-05-31,23.09,28.88,19.25,2.42,19.77,INH1,2016-05-19,2016-10-06,140,12,0.08571428571428572,s1
-86.99747716826982,40.47902610505934,2016,6,1,153,2016-06-01,21.2,24.32,17.73,2.64,13.86,INH1,2016-05-19,2016-10-06,140,13,0.09285714285714286,s1
-86.99747716826982,40.47902610505934,2016,6,2,154,2016-06-02,21.63,26.69,16.59,0.51,26.29,INH1,2016-05-19,2016-10-06,140,14,0.1,s1
-86.99747716826982,40.47902610505934,2016,6,3,155,2016-06-03,21.15,26.58,15.05,0.01,24.36,INH1,2016-05-19,2016-10-06,140,15,0.10714285714285714,s2
-86.99747716826982,40.47902610505934,2016,6,4,156,2016-06-04,19.17,21.9,16.09,23.68,6.61,INH1,2016-05-19,2016-10-06,140,16,0.11428571428571428,s2
-86.99747716826982,40.47902610505934,2016,6,5,157,2016-06-05,19.96,24.25,15.53,1.03,21.89,INH1,2016-05-19,2016-10-06,140,17,0.12142857142857143,s2
-86.99747716826982,40.47902610505934,2016,6,6,158,2016-06-06,21.13,27.91,15.37,0.02,28.65,INH1,2016-05-19,2016-10-06,140,18,0.12857142857142856,s2
-86.99747716826982,40.47902610505934,2016,6,7,159,2016-06-07,16.88,21.28,12.2,2.54,20.28,INH1,2016-05-19,2016-10-06,140,19,0.1357142857142857,s2
-86.99747716826982,40.47902610505934,2016,6,8,160,2016-06-08,17.41,23.39,11.4,0,30.54,INH1,2016-05-19,2016-10-06,140,20,0.14285714285714285,s2
-86.99747716826982,40.47902610505934,2016,6,9,161,2016-06-09,19.97,25.98,11.7,0.86,18.77,INH1,2016-05-19,2016-10-06,140,21,0.15,s2
-86.99747716826982,40.47902610505934,2016,6,10,162,2016-06-10,24.4,29.5,19.14,1.95,23.32,INH1,2016-05-19,2016-10-06,140,22,0.15714285714285714,s2
-86.99747716826982,40.47902610505934,2016,6,11,163,2016-06-11,26.52,31.79,21.86,0,27.02,INH1,2016-05-19,2016-10-06,140,23,0.16428571428571428,s2
-86.99747716826982,40.47902610505934,2016,6,12,164,2016-06-12,22.63,27.28,13.92,0,27.03,INH1,2016-05-19,2016-10-06,140,24,0.17142857142857143,s2
-86.99747716826982,40.47902610505934,2016,6,13,165,2016-06-13,22.33,30.36,12.35,0.41,29.13,INH1,2016-05-19,2016-10-06,140,25,0.17857142857142858,s2
-86.99747716826982,40.47902610505934,2016,6,14,166,2016-06-14,22.67,26.32,20.14,14.15,18.02,INH1,2016-05-19,2016-10-06,140,26,0.18571428571428572,s2
-86.99747716826982,40.47902610505934,2016,6,15,167,2016-06-15,25.26,29.38,21.19,6.11,21.46,INH1,2016-05-19,2016-10-06,140,27,0.19285714285714287,s2
-86.99747716826982,40.47902610505934,2016,6,16,168,2016-06-16,22.49,26.8,16.03,0.24,23.97,INH1,2016-05-19,2016-10-06,140,28,0.2,s2
-86.99747716826982,40.47902610505934,2016,6,17,169,2016-06-17,21.96,28.55,15.58,0,30.92,INH1,2016-05-19,2016-10-06,140,29,0.20714285714285716,s3
-86.99747716826982,40.47902610505934,2016,6,18,170,2016-06-18,22.58,29.32,14.27,0,29.83,INH1,2016-05-19,2016-10-06,140,30,0.21428571428571427,s3
-86.99747716826982,40.47902610505934,2016,6,19,171,2016-06-19,25.23,30.37,18.37,0,26.71,INH1,2016-05-19,2016-10-06,140,31,0.22142857142857142,s3
-86.99747716826982,40.47902610505934,2016,6,20,172,2016-06-20,26.31,31,21.83,9.46,22.87,INH1,2016-05-19,2016-10-06,140,32,0.22857142857142856,s3
-86.99747716826982,40.47902610505934,2016,6,21,173,2016-06-21,22.84,27.49,18.14,2.7,30.25,INH1,2016-05-19,2016-10-06,140,33,0.2357142857142857,s3
-86.99747716826982,40.47902610505934,2016,6,22,174,2016-06-22,22.35,27.73,17.02,22,11.87,INH1,2016-05-19,2016-10-06,140,34,0.24285714285714285,s3
-86.99747716826982,40.47902610505934,2016,6,23,175,2016-06-23,25.9,29.97,19.79,7.99,23.64,INH1,2016-05-19,2016-10-06,140,35,0.25,s3
-86.99747716826982,40.47902610505934,2016,6,24,176,2016-06-24,22.85,27.37,18.75,0.28,28.09,INH1,2016-05-19,2016-10-06,140,36,0.2571428571428571,s3
-86.99747716826982,40.47902610505934,2016,6,25,177,2016-06-25,24.77,30.15,18.1,0,29.83,INH1,2016-05-19,2016-10-06,140,37,0.2642857142857143,s3
-86.99747716826982,40.47902610505934,2016,6,26,178,2016-06-26,26.27,31.25,22.06,13.7,22.85,INH1,2016-05-19,2016-10-06,140,38,0.2714285714285714,s3
-86.99747716826982,40.47902610505934,2016,6,27,179,2016-06-27,25,31.57,18.61,0.01,30.34,INH1,2016-05-19,2016-10-06,140,39,0.2785714285714286,s3
-86.99747716826982,40.47902610505934,2016,6,28,180,2016-06-28,19.55,24.08,12.81,0.01,22.34,INH1,2016-05-19,2016-10-06,140,40,0.2857142857142857,s3
-86.99747716826982,40.47902610505934,2016,6,29,181,2016-06-29,19,24.71,11.13,0,31.79,INH1,2016-05-19,2016-10-06,140,41,0.29285714285714287,s3
-86.99747716826982,40.47902610505934,2016,6,30,182,2016-06-30,18.98,23.22,12.68,0.87,23.59,INH1,2016-05-19,2016-10-06,140,42,0.3,s3
-86.99747716826982,40.47902610505934,2016,7,1,183,2016-07-01,19.34,24.37,11.63,3.29,28.41,INH1,2016-05-19,2016-10-06,140,43,0.30714285714285716,s4
-86.99747716826982,40.47902610505934,2016,7,2,184,2016-07-02,16.42,21.07,10.14,0,13.25,INH1,2016-05-19,2016-10-06,140,44,0.3142857142857143,s4
-86.99747716826982,40.47902610505934,2016,7,3,185,2016-07-03,16.84,19.02,13.64,7.27,7.57,INH1,2016-05-19,2016-10-06,140,45,0.32142857142857145,s4
-86.99747716826982,40.47902610505934,2016,7,4,186,2016-07-04,20.22,24.81,15.77,1.33,10.49,INH1,2016-05-19,2016-10-06,140,46,0.32857142857142857,s4
-86.99747716826982,40.47902610505934,2016,7,5,187,2016-07-05,23.37,28.76,16.59,0.02,19.54,INH1,2016-05-19,2016-10-06,140,47,0.3357142857142857,s4
-86.99747716826982,40.47902610505934,2016,7,6,188,2016-07-06,24.64,28.36,21.51,10.1,19.66,INH1,2016-05-19,2016-10-06,140,48,0.34285714285714286,s4
-86.99747716826982,40.47902610505934,2016,7,7,189,2016-07-07,24.54,29.46,19.61,7.71,18.11,INH1,2016-05-19,2016-10-06,140,49,0.35,s4
-86.99747716826982,40.47902610505934,2016,7,8,190,2016-07-08,24.53,30.29,19.76,0.11,25.23,INH1,2016-05-19,2016-10-06,140,50,0.35714285714285715,s4
-86.99747716826982,40.47902610505934,2016,7,9,191,2016-07-09,21.66,26.9,16.13,0,25.53,INH1,2016-05-19,2016-10-06,140,51,0.36428571428571427,s4
-86.99747716826982,40.47902610505934,2016,7,10,192,2016-07-10,21.99,27.94,14.53,0,28.93,INH1,2016-05-19,2016-10-06,140,52,0.37142857142857144,s4
-86.99747716826982,40.47902610505934,2016,7,11,193,2016-07-11,24.55,30.18,18.53,0.01,26.06,INH1,2016-05-19,2016-10-06,140,53,0.37857142857142856,s4
-86.99747716826982,40.47902610505934,2016,7,12,194,2016-07-12,25.61,30.36,19.97,4.51,24.8,INH1,2016-05-19,2016-10-06,140,54,0.38571428571428573,s4
-86.99747716826982,40.47902610505934,2016,7,13,195,2016-07-13,25.44,29.74,22.18,21.56,15.7,INH1,2016-05-19,2016-10-06,140,55,0.39285714285714285,s4
-86.99747716826982,40.47902610505934,2016,7,14,196,2016-07-14,24.85,29.55,21.15,2.45,24.89,INH1,2016-05-19,2016-10-06,140,56,0.4,s4
-86.99747716826982,40.47902610505934,2016,7,15,197,2016-07-15,22.5,27.02,17.17,0.01,27.96,INH1,2016-05-19,2016-10-06,140,57,0.40714285714285714,s5
-86.99747716826982,40.47902610505934,2016,7,16,198,2016-07-16,21.2,26.01,15.22,0,28.25,INH1,2016-05-19,2016-10-06,140,58,0.4142857142857143,s5
-86.99747716826982,40.47902610505934,2016,7,17,199,2016-07-17,24.08,29.33,17.23,16.43,15.71,INH1,2016-05-19,2016-10-06,140,59,0.42142857142857143,s5
-86.99747716826982,40.47902610505934,2016,7,18,200,2016-07-18,25.47,29.57,20.3,26.88,15.18,INH1,2016-05-19,2016-10-06,140,60,0.42857142857142855,s5
-86.99747716826982,40.47902610505934,2016,7,19,201,2016-07-19,25.16,29.68,19.18,1.01,23.61,INH1,2016-05-19,2016-10-06,140,61,0.4357142857142857,s5
-86.99747716826982,40.47902610505934,2016,7,20,202,2016-07-20,25.51,30.4,20.24,0.07,21.38,INH1,2016-05-19,2016-10-06,140,62,0.44285714285714284,s5
-86.99747716826982,40.47902610505934,2016,7,21,203,2016-07-21,26.06,29.32,21.85,2.11,19.11,INH1,2016-05-19,2016-10-06,140,63,0.45,s5
-86.99747716826982,40.47902610505934,2016,7,22,204,2016-07-22,26.82,30.3,24.27,6.02,23.35,INH1,2016-05-19,2016-10-06,140,64,0.45714285714285713,s5
-86.99747716826982,40.47902610505934,2016,7,23,205,2016-07-23,26.39,29.35,23.27,2.18,23.74,INH1,2016-05-19,2016-10-06,140,65,0.4642857142857143,s5
-86.99747716826982,40.47902610505934,2016,7,24,206,2016-07-24,26.53,30.08,23.18,7.77,23.29,INH1,2016-05-19,2016-10-06,140,66,0.4714285714285714,s5
-86.99747716826982,40.47902610505934,2016,7,25,207,2016-07-25,26.64,30.01,21.89,2.56,20.83,INH1,2016-05-19,2016-10-06,140,67,0.4785714285714286,s5
-86.99747716826982,40.47902610505934,2016,7,26,208,2016-07-26,24.86,29.42,20.02,0.39,21.52,INH1,2016-05-19,2016-10-06,140,68,0.4857142857142857,s5
-86.99747716826982,40.47902610505934,2016,7,27,209,2016-07-27,25.54,30.08,18.9,0.05,26.6,INH1,2016-05-19,2016-10-06,140,69,0.4928571428571429,s5
-86.99747716826982,40.47902610505934,2016,7,28,210,2016-07-28,25.49,29.42,21.87,0.39,19.13,INH1,2016-05-19,2016-10-06,140,70,0.5,s5
-86.99747716826982,40.47902610505934,2016,7,29,211,2016-07-29,24.66,28.9,20.39,4.26,18.94,INH1,2016-05-19,2016-10-06,140,71,0.5071428571428571,s6
-86.99747716826982,40.47902610505934,2016,7,30,212,2016-07-30,23.61,27.88,19.55,1.87,19.35,INH1,2016-05-19,2016-10-06,140,72,0.5142857142857142,s6
-86.99747716826982,40.47902610505934,2016,7,31,213,2016-07-31,23.9,29.28,18.28,0.18,19.37,INH1,2016-05-19,2016-10-06,140,73,0.5214285714285715,s6
-86.99747716826982,40.47902610505934,2016,8,1,214,2016-08-01,24.41,30.35,17.87,0.04,23.31,INH1,2016-05-19,2016-10-06,140,74,0.5285714285714286,s6
-86.99747716826982,40.47902610505934,2016,8,2,215,2016-08-02,25.65,31.26,18.48,0,24.75,INH1,2016-05-19,2016-10-06,140,75,0.5357142857142857,s6
-86.99747716826982,40.47902610505934,2016,8,3,216,2016-08-03,26.1,31.54,19.08,0,26,INH1,2016-05-19,2016-10-06,140,76,0.5428571428571428,s6
-86.99747716826982,40.47902610505934,2016,8,4,217,2016-08-04,26.44,32.85,19.27,0.1,24.97,INH1,2016-05-19,2016-10-06,140,77,0.55,s6
-86.99747716826982,40.47902610505934,2016,8,5,218,2016-08-05,26.28,31.4,21.1,0.29,19.12,INH1,2016-05-19,2016-10-06,140,78,0.5571428571428572,s6
-86.99747716826982,40.47902610505934,2016,8,6,219,2016-08-06,24.21,30.19,18.46,0,23.15,INH1,2016-05-19,2016-10-06,140,79,0.5642857142857143,s6
-86.99747716826982,40.47902610505934,2016,8,7,220,2016-08-07,23.24,29.59,15.6,0,26.03,INH1,2016-05-19,2016-10-06,140,80,0.5714285714285714,s6
-86.99747716826982,40.47902610505934,2016,8,8,221,2016-08-08,24.4,30.75,18.73,0,25.31,INH1,2016-05-19,2016-10-06,140,81,0.5785714285714286,s6
-86.99747716826982,40.47902610505934,2016,8,9,222,2016-08-09,26.29,32.41,18.29,0,21.68,INH1,2016-05-19,2016-10-06,140,82,0.5857142857142857,s6
-86.99747716826982,40.47902610505934,2016,8,10,223,2016-08-10,28.1,34.33,22.35,0.69,21.72,INH1,2016-05-19,2016-10-06,140,83,0.5928571428571429,s6
-86.99747716826982,40.47902610505934,2016,8,11,224,2016-08-11,28.54,33.83,24.2,0.82,21.81,INH1,2016-05-19,2016-10-06,140,84,0.6,s6
-86.99747716826982,40.47902610505934,2016,8,12,225,2016-08-12,27.82,32.56,24.01,1.88,18.02,INH1,2016-05-19,2016-10-06,140,85,0.6071428571428571,s7
-86.99747716826982,40.47902610505934,2016,8,13,226,2016-08-13,25.64,29.98,22.46,6.16,13.6,INH1,2016-05-19,2016-10-06,140,86,0.6142857142857143,s7
-86.99747716826982,40.47902610505934,2016,8,14,227,2016-08-14,23.38,26.7,19.7,2.31,10.15,INH1,2016-05-19,2016-10-06,140,87,0.6214285714285714,s7
-86.99747716826982,40.47902610505934,2016,8,15,228,2016-08-15,22.51,25.01,19.97,57.72,4.87,INH1,2016-05-19,2016-10-06,140,88,0.6285714285714286,s7
-86.99747716826982,40.47902610505934,2016,8,16,229,2016-08-16,24.11,27.41,21.2,10.49,14.47,INH1,2016-05-19,2016-10-06,140,89,0.6357142857142857,s7
-86.99747716826982,40.47902610505934,2016,8,17,230,2016-08-17,24.04,28.35,19.38,1,18.59,INH1,2016-05-19,2016-10-06,140,90,0.6428571428571429,s7
-86.99747716826982,40.47902610505934,2016,8,18,231,2016-08-18,24.46,28.63,20.24,8.35,18.27,INH1,2016-05-19,2016-10-06,140,91,0.65,s7
-86.99747716826982,40.47902610505934,2016,8,19,232,2016-08-19,24.65,28.76,21.8,4.47,19.16,INH1,2016-05-19,2016-10-06,140,92,0.6571428571428571,s7
-86.99747716826982,40.47902610505934,2016,8,20,233,2016-08-20,22.96,27.13,17.82,18.07,10.63,INH1,2016-05-19,2016-10-06,140,93,0.6642857142857143,s7
-86.99747716826982,40.47902610505934,2016,8,21,234,2016-08-21,18.9,23.7,14.97,0.12,24.78,INH1,2016-05-19,2016-10-06,140,94,0.6714285714285714,s7
-86.99747716826982,40.47902610505934,2016,8,22,235,2016-08-22,19.69,25.09,14.38,0,24.46,INH1,2016-05-19,2016-10-06,140,95,0.6785714285714286,s7
-86.99747716826982,40.47902610505934,2016,8,23,236,2016-08-23,20.85,26.61,14.25,0,22.98,INH1,2016-05-19,2016-10-06,140,96,0.6857142857142857,s7
-86.99747716826982,40.47902610505934,2016,8,24,237,2016-08-24,24.15,28.56,19.72,21.48,9.33,INH1,2016-05-19,2016-10-06,140,97,0.6928571428571428,s7
-86.99747716826982,40.47902610505934,2016,8,25,238,2016-08-25,25.73,29.47,22.45,6.43,21.13,INH1,2016-05-19,2016-10-06,140,98,0.7,s7
-86.99747716826982,40.47902610505934,2016,8,26,239,2016-08-26,23.62,27.56,19.85,2.7,18.81,INH1,2016-05-19,2016-10-06,140,99,0.7071428571428572,s8
-86.99747716826982,40.47902610505934,2016,8,27,240,2016-08-27,24.37,28.13,22.15,7.26,17.3,INH1,2016-05-19,2016-10-06,140,100,0.7142857142857143,s8
-86.99747716826982,40.47902610505934,2016,8,28,241,2016-08-28,24.95,28.68,22.01,4.49,19.4,INH1,2016-05-19,2016-10-06,140,101,0.7214285714285714,s8
-86.99747716826982,40.47902610505934,2016,8,29,242,2016-08-29,24.8,29.25,21.01,1.79,21.78,INH1,2016-05-19,2016-10-06,140,102,0.7285714285714285,s8
-86.99747716826982,40.47902610505934,2016,8,30,243,2016-08-30,24.64,29.01,20.56,5.02,16.5,INH1,2016-05-19,2016-10-06,140,103,0.7357142857142858,s8
-86.99747716826982,40.47902610505934,2016,8,31,244,2016-08-31,22.2,26.73,17.06,3.24,16.25,INH1,2016-05-19,2016-10-06,140,104,0.7428571428571429,s8
-86.99747716826982,40.47902610505934,2016,9,1,245,2016-09-01,18.87,23.41,14.5,0.02,21.17,INH1,2016-05-19,2016-10-06,140,105,0.75,s8
-86.99747716826982,40.47902610505934,2016,9,2,246,2016-09-02,18.6,24.48,13.4,0,22.97,INH1,2016-05-19,2016-10-06,140,106,0.7571428571428571,s8
-86.99747716826982,40.47902610505934,2016,9,3,247,2016-09-03,19,25.72,11.87,0,23.66,INH1,2016-05-19,2016-10-06,140,107,0.7642857142857142,s8
-86.99747716826982,40.47902610505934,2016,9,4,248,2016-09-04,19.35,25.52,13.13,0,21.75,INH1,2016-05-19,2016-10-06,140,108,0.7714285714285715,s8
-86.99747716826982,40.47902610505934,2016,9,5,249,2016-09-05,23.59,30.46,16.44,0.01,21.46,INH1,2016-05-19,2016-10-06,140,109,0.7785714285714286,s8
-86.99747716826982,40.47902610505934,2016,9,6,250,2016-09-06,26.18,31.16,21.2,0.01,20.17,INH1,2016-05-19,2016-10-06,140,110,0.7857142857142857,s8
-86.99747716826982,40.47902610505934,2016,9,7,251,2016-09-07,26.81,31.76,23.05,2.65,19.83,INH1,2016-05-19,2016-10-06,140,111,0.7928571428571428,s8
-86.99747716826982,40.47902610505934,2016,9,8,252,2016-09-08,24.26,26.84,21.31,22.01,7.17,INH1,2016-05-19,2016-10-06,140,112,0.8,s8
-86.99747716826982,40.47902610505934,2016,9,9,253,2016-09-09,22.29,25.4,18.87,28.43,9.42,INH1,2016-05-19,2016-10-06,140,113,0.8071428571428572,s9
-86.99747716826982,40.47902610505934,2016,9,10,254,2016-09-10,19.79,23.36,15.23,6.97,11.81,INH1,2016-05-19,2016-10-06,140,114,0.8142857142857143,s9
-86.99747716826982,40.47902610505934,2016,9,11,255,2016-09-11,17.81,23.52,11.32,0.03,21.07,INH1,2016-05-19,2016-10-06,140,115,0.8214285714285714,s9
-86.99747716826982,40.47902610505934,2016,9,12,256,2016-09-12,18.59,25.14,12.38,0,22.52,INH1,2016-05-19,2016-10-06,140,116,0.8285714285714286,s9
