site,year,gdd_s1,gdd_s2,gdd_s3,gdd_s4,gdd_s5,gdd_s6,gdd_s7,gdd_s8,gdd_s9,gdd_s10,prcp_s1,prcp_s2,prcp_s3,prcp_s4,prcp_s5,prcp_s6,prcp_s7,prcp_s8,prcp_s9,prcp_s10,rad_s1,rad_s2,rad_s3,rad_s4,rad_s5,rad_s6,rad_s7,rad_s8,rad_s9,rad_s10,t2m_s1,t2m_s2,t2m_s3,t2m_s4,t2m_s5,t2m_s6,t2m_s7,t2m_s8,t2m_s9,t2m_s10,t2max_s1,t2max_s2,t2max_s3,t2max_s4,t2max_s5,t2max_s6,t2max_s7,t2max_s8,t2max_s9,t2max_s10,t2min_s1,t2min_s2,t2min_s3,t2min_s4,t2min_s5,t2min_s6,t2min_s7,t2min_s8,t2min_s9,t2min_s10,total_gdd,total_prcp,total_rad,avg_t2m,max_t2max,min_t2min,gdd_early,gdd_mid,gdd_late,prcp_early,prcp_mid,prcp_late,rad_early,rad_mid,rad_late
IAH4,2014,178.81,166.23,183.89000000000001,172.83,192.71,204.485,168.83,90.845,83.81499999999997,65.99000000000001,60.75,81.84,156.38,17.03,53.69,54.989999999999995,140.26000000000002,34.26,42.559999999999995,46.43,362.25,340.8799999999999,295.61,369.34000000000003,330.65,292.97,269.61999999999995,239.04,218.39000000000004,183.6,20.514705882352942,20.876875,21.609375,21.295,21.609411764705882,22.759375,20.58,14.695,13.174999999999999,11.351764705882353,28.96,30.26,28.76,31.23,29.5,31.17,30.46,27.21,25.84,21.84,9.67,8.65,9.94,10.44,13.25,12.31,7.82,2.23,-0.32,3.06,1508.435,688.1899999999999,2902.35,18.846650735294116,31.23,-0.32,528.93,738.8550000000001,240.64999999999998,298.97,265.97,123.25,998.7399999999999,1262.58,641.0300000000001
IAH4,2015,111.13499999999999,100.27000000000001,161.54999999999995,169.65,169.75500000000005,202.86499999999998,192.62500000000003,136.48999999999998,172.305,140.36499999999998,52.080000000000005,60.230000000000004,85.56,84.02,58.95,92.24000000000001,48.300000000000004,123.21999999999998,41.07,48.410000000000004,270.04999999999995,291.71000000000004,280.77000000000004,315.69,312.96000000000004,327.99,326.03,265.35999999999996,290.52,238.07999999999998,16.3625,16.076,21.116666666666667,21.725333333333335,21.763333333333332,24.038666666666668,23.024,19.078,21.424,19.136,27.1,27.3,32.39,30.52,33,32.8,31.38,30.02,30.95,28.9,3.99,1.62,7.56,12.39,11.74,13.85,15.15,8.93,6.66,8.13,1557.01,694.08,2919.16,20.37445,33,1.62,372.9549999999999,734.8950000000001,449.15999999999997,197.87,283.51,212.7,842.53,1282.67,793.9599999999998
IAH4,2016,79.30000000000001,128.69499999999996,212.625,203.07000000000002,255.20999999999995,227.40000000000003,215.11500000000004,202.215,160.525,105.72500000000002,69.60000000000001,50.81,49.739999999999995,29.58,131.84,27.13,116.6,54.96000000000001,106.75999999999999,15.669999999999998,284.77000000000004,384.53999999999996,497.81,397.66999999999996,414.63999999999993,332.05,338.65,312.62,270.78000000000003,204.81,12.735555555555555,16.76823529411765,22.136111111111113,22.32294117647059,24.543333333333333,23.540588235294116,22.92,21.320555555555554,18.941176470588236,14.315555555555555,27.57,27.34,32.28,31.94,32.44,32.38,31.84,32.61,30.29,26.76,3.64,1.06,10.22,12.64,13.22,14.78,11.68,11.42,6.71,-0.19,1789.88,652.69,3438.34,19.95440522875817,32.61,-0.19,420.62,900.7950000000001,468.46500000000003,170.15,305.15,177.39,1167.12,1483.0099999999998,788.21
IAH4,2017,124.1,145.255,207.425,217.59,244.865,196.92,205.26,174.53000000000003,177.91000000000003,94.99499999999999,83.52,11.129999999999999,46.82,32.940000000000005,33.18000000000001,13.42,69.21,0.48,55.67,115.19,346.91,430.05999999999995,422.6600000000001,422.03,374.71,373.53000000000003,282.9,311.40999999999997,238.96,158.62,16.541764705882354,19.2425,23.60875,23.533529411764707,26.751875000000002,22.57125,21.87470588235294,20.878125,21.23375,14.314117647058824,29.23,31,33.38,34.64,36.11,32.93,31.54,33.76,34.8,28.23,5.86,6.51,10.78,9.88,16.13,11.39,11.27,8.05,9.03,1.79,1788.85,461.56,3361.79,21.055036764705882,36.11,1.79,476.78000000000003,864.635,447.43500000000006,141.47,148.75,171.34,1199.63,1453.17,708.99
IAH4,2018,205.91500000000002,209.49000000000004,222.71999999999997,226.625,213.07500000000002,214.08500000000004,193.245,170.64,59.47,29.685,29.6,98.57000000000001,147,35.07000000000001,32.43,83.6,146.1,46.589999999999996,113.89,7.390000000000001,400.65999999999997,376.33000000000004,349.85,417.26000000000005,394.63,311,226.47000000000006,302.01,136.79,202.20999999999998,22.821176470588235,23.6375,23.62529411764706,24.69,22.923529411764704,23.5025,22.285625,19.796470588235294,12.686875,6.107647058823529,35.88,33.58,33.34,33.41,34.99,33.31,32.05,30.81,28.49,19.18,10.53,13.22,14.91,14.2,12.44,14.34,11.26,5.54,2.18,-3.83,1744.95,740.24,3117.21,20.207661764705882,35.88,-3.83,638.125,847.0300000000001,259.79499999999996,275.17,297.2,167.87,1126.8400000000001,1349.3600000000001,641.01
IAH4,2019,138.27,165.81,183.125,191.98999999999998,173.155,152.47499999999997,139.425,164.31,123.21000000000001,38.07,27.099999999999998,74.11000000000003,32.42,35.480000000000004,16.790000000000003,70.35000000000001,5.200000000000001,72.42999999999999,102.66000000000001,49.96999999999999,327.83,267.20000000000005,310.28000000000003,326.69000000000005,321.58,232.17000000000004,250.53999999999996,184.23,159.82999999999998,174.09,20.029285714285713,22.055,24.25,24.235,22.482857142857142,21.796153846153846,19.9,22.436923076923076,18.582857142857144,8.918571428571429,29.55,31.12,30.31,31.94,29.43,29.35,29.9,30.51,29.89,20.04,7.71,14.52,16.63,13.11,12.99,13.09,11.68,13.03,5.6,-3.14,1469.84,486.51,2554.44,20.468664835164834,31.94,-3.14,487.20500000000004,657.0449999999998,325.59,133.63000000000002,127.82000000000002,225.06,905.31,1130.98,518.15
IAH4,2021,99.59500000000003,178.78,270.88,259.47,278.02,265.205,253.345,194.52999999999994,171.77500000000003,43.954999999999984,40.22,45.36000000000001,34.940000000000005,61.86000000000001,42.27,23.660000000000004,86.61999999999999,11.36,47.35,97.12,409.51,355.88999999999993,498.06000000000006,388.93000000000006,416.1,407.24000000000007,359.90000000000003,336.35999999999996,238.34999999999997,179.80000000000004,13.735263157894737,19.162105263157894,25.929473684210524,24.464736842105264,25.81684210526316,24.732105263157894,23.913684210526316,20.127894736842105,18.34578947368421,8.061578947368421,30.2,33.15,40.22,36.32,36.43,34.84,35.9,34.52,32.24,24.57,1.89,2.5,10.74,13.8,15.77,14.16,13.37,5.82,6.04,-4.08,2015.5549999999998,490.76000000000005,3590.140000000001,20.428947368421053,40.22,-4.08,549.255,1056.04,410.25999999999993,120.52000000000001,214.41000000000003,155.83,1263.46,1572.1700000000003,754.51
IAH4,2022,126.93000000000002,203.93,205.62999999999997,235.85,226.85500000000002,196.85,213.265,155.005,100.545,68.075,85.04000000000002,52.00000000000001,58.989999999999995,24.78,16.17,25.7,53.25000000000001,39.3,1.98,15.510000000000002,327.1,408.09999999999997,342.24999999999994,401.84999999999997,378.91999999999996,303.03000000000003,300.14,229.08999999999997,269.78,201.83999999999995,17.561875,23.488125,24.356666666666666,26.1475,25.904375,23.572666666666667,23.680625,20.147333333333332,14.24625,9.8375,29.83,33.63,33.92,38.46,39.29,34.4,33.71,36.17,26.74,27.59,3.68,13.52,12.33,16.5,14.78,15.9,14.51,9.83,0.29,-6.09,1732.9350000000002,372.72,3162.1000000000004,20.894291666666668,39.29,-6.09,536.49,872.82,323.625,196.03000000000003,119.9,56.78999999999999,1077.45,1383.94,700.7099999999999
IAH4,2023,150.45000000000002,201.78499999999997,208.54,214.07000000000002,234.32,226.63,238.455,184.59,190.46499999999997,70.66000000000001,58.97999999999999,35.49,50.13,65.06,8.569999999999999,72.24,2.79,10.809999999999999,31.17000000000001,38.17,357.46000000000004,418.84000000000003,414.01000000000005,387.54,373.46000000000004,320.13000000000005,376.91999999999996,305.7699999999999,240.59000000000003,204.06,18.16,21.895882352941175,23.001176470588234,23.30941176470588,25.004117647058823,23.785882352941176,25.58058823529412,21.35058823529412,21.11,11.76764705882353,28.2,31.59,33.48,33.33,38.32,33.32,39.55,37.38,34.98,22.89,5.65,8.57,9.25,11.84,13.83,12.28,13.1,10.19,10.84,2.31,1919.965,373.41,3398.78,21.496529411764705,39.55,2.31,560.775,913.475,445.715,144.6,148.66,80.15,1190.3100000000002,1458.0500000000002,750.4199999999998
ILH1,2014,118.92500000000001,172.55000000000004,186.92000000000002,192.02,177.81,165.66000000000003,180.12499999999997,236.42999999999998,102.29500000000002,113.7,77.51,56.94,73.33000000000001,80.63000000000001,66.60000000000001,23.38,31.92000000000001,69.19999999999999,78.84,67.33999999999999,325.85,345.16,351.95000000000005,344.30999999999995,382.37,323.62,238.36999999999995,273.84999999999997,229.75999999999996,237.03,16.746875,21.602,21.815625,22.912,21.444375,21.389333333333333,22.112,24.841875,16.431333333333335,15.8875,29.01,29.18,30.01,29.47,30.15,29.27,32.41,32.89,28.17,27.71,2.15,9.04,10.11,13.1,11.37,11.87,11.18,13.7,5.82,1.82,1646.4350000000004,625.69,3052.2699999999995,20.518291666666666,32.89,1.82,478.39500000000004,715.615,452.425,207.78,202.53000000000003,215.38,1022.96,1288.6699999999998,740.6399999999999
ILH1,2015,139.535,139.195,175.51,192.90000000000003,175.84499999999997,224.46499999999997,202.16,180.31499999999994,174.9,137.63500000000002,72.16000000000001,58.839999999999996,95.6,116.72000000000001,71.25000000000001,23.91,28.37,40.85,46.34,39.260000000000005,316.06,319.03000000000003,329.07,290.94,281.58,364.71,333.3,291.02000000000004,262.37,257.97999999999996,18.07375,18.4675,21.887999999999998,22.20625,22.159333333333333,24.44375,23.684666666666665,21.45375,21.914666666666665,18.095,28.45,28.35,31.08,28.77,30.14,31.35,31.18,32.11,34.11,29.63,1.72,4.35,8.13,13.18,12.71,15.3,15.26,11.05,6.85,6.59,1742.4600000000003,593.3000000000001,3046.06,21.238666666666667,34.11,1.72,454.24,795.37,492.8499999999999,226.6,240.25000000000003,126.45,964.1600000000001,1270.53,811.3700000000001
ILH1,2016,90.855,126.09,187.625,222.72,221.03,245.13999999999993,242.365,201.08999999999995,204.47000000000003,142.26999999999998,96,37.4,46.93,49.22,96.02999999999999,72.69,98.50999999999999,36.69,74.57000000000001,23.240000000000002,245.92,392.54999999999995,385.60999999999996,449.82000000000005,354.27,349.93,330.78999999999996,312.64000000000004,281.73999999999995,218.82000000000002,15.00764705882353,16.474117647058822,22.0625,23.88764705882353,23.196470588235293,25.51625,24.622941176470587,22.488125,22.105882352941176,17.771764705882354,26.14,27.51,31.45,31.91,30.64,30.63,33.33,30.82,31.87,30.47,4.65,1.92,10.92,10.91,11.15,17.78,16.62,12.65,10.68,5.03,1883.6549999999997,631.2800000000001,3322.0899999999997,21.313334558823527,33.33,1.92,404.57,931.2549999999999,547.8299999999999,180.33,316.45,134.5,1024.08,1484.81,813.2
ILH1,2017,89.07499999999999,152.11,206.30499999999998,219.995,250.79500000000002,218.66999999999996,234.24000000000007,165.65,220.09,160.44000000000003,159.19999999999996,65.89999999999999,19.4,43.98999999999999,54.959999999999994,52.07,29.88,15.439999999999998,17.77,85.43,305.29,344.14,471.66,437.72999999999996,391.34,348.2299999999999,396.99,339.15000000000003,274.28,202.24999999999994,13.54888888888889,19.04470588235294,22.524117647058823,22.60611111111111,25.462941176470586,23.26,23.491666666666667,19.44470588235294,23.441176470588236,18.155,26.44,29.39,32.04,31.88,34.04,33.64,35.18,34.07,34.73,28.95,3.04,7.09,11.49,10.46,15.47,13.02,12.72,8.48,11.2,4.09,1917.37,544.04,3511.0600000000004,21.09793137254902,35.18,3.04,447.49,923.7,546.1800000000001,244.49999999999997,180.89999999999998,118.64,1121.0900000000001,1574.2899999999997,815.6800000000001
ILH1,2018,153.155,179.82,195.165,196.39,196.65,172.74500000000003,195.61999999999998,191.275,176.90000000000003,165.88,26.119999999999997,37.400000000000006,91.42999999999999,81.26999999999998,37.85,54.459999999999994,14.97,61.08,72.84,9.219999999999999,274.73,349.34999999999997,303.05,302.87,351.37999999999994,294.12,308.99,235.97000000000003,213.00000000000003,248.97000000000003,20.986428571428572,23.23857142857143,24.246428571428574,24.22642857142857,24.787142857142857,22.425,24.285714285714285,23.65714285714286,23.142142857142858,22.137857142857143,28.75,33.25,32,31.3,31.98,30.46,32.04,32.48,34.14,34.01,9.97,11.73,12.06,16.06,13.24,14.79,15.63,14.89,11.46,8.91,1823.6,486.64,2882.4300000000003,23.313285714285715,34.14,8.91,528.14,761.405,534.0550000000001,154.95,188.54999999999998,143.14000000000001,927.1299999999999,1257.3600000000001,697.94
ILH1,2019,179.23000000000005,150.36,209.775,223.71999999999997,179.57500000000002,213.19000000000003,179.35999999999999,187.20499999999998,189.3,75.11,87.26,73,73.25,19.08,13.280000000000001,47.56,61.21000000000001,11.54,59.26,23.180000000000003,329.89000000000004,306.60999999999996,330.3299999999999,369.79999999999995,365.11,298.24000000000007,259.04,262.22,202.16,198.71,21.249375,20.182666666666666,24.162,25.397333333333332,22.393333333333334,24.292,21.98,22.541333333333334,22.436666666666667,12.368666666666666,29.21,27.29,30.95,31.95,29.65,32.08,29.43,32.48,32.83,25.1,7.66,8.94,13.31,15.82,13.06,15.06,13.51,11.65,10.82,0.28,1786.8249999999998,468.62,2922.1099999999997,21.7003375,32.83,0.28,539.365,795.845,451.615,233.51,141.13,93.98,966.8299999999999,1292.19,663.09
ILH1,2021,82.39,150.63,184.345,192.22000000000006,202.33500000000004,221.66500000000002,191.97500000000002,238.54500000000002,186.105,166.28,76.47999999999999,73.14,20.34,150.4,66.25000000000001,55.63999999999999,51.34,39.779999999999994,44.2,39.470000000000006,309.57,289.53999999999996,389.18,314.09999999999997,314.38,319.65,286.12,333.35999999999996,291.26,266.85,13.211875,19.089375,21.45875,22.989333333333335,22.918125,24.08875,22.89,25.135625,21.321875,20.12125,26.88,29.33,32.89,30.3,30.24,31.08,30.62,33.38,30.88,32.28,0.72,2.51,4.49,9.71,12.18,16.34,12.65,13.94,12.33,8.1,1816.49,617.0400000000001,3114.0099999999998,21.322495833333335,33.38,0.72,417.365,808.195,590.93,169.96,323.63,123.44999999999999,988.29,1234.25,891.4699999999999
ILH1,2022,151.6,155.38,186.04,207.97,193.14499999999998,221.36,182.185,199.595,157.625,115.35,43.5,25.419999999999998,8.94,93.02,21.939999999999998,72.56000000000002,37.74000000000001,56.51,19.67,29.7,307.68,311.15,348.59,324.17999999999995,336.68,294.4,263.62,292.36999999999995,237.23000000000002,262.03999999999996,20.101333333333333,20.568666666666665,24.00642857142857,24.564,24.507857142857144,25.062666666666665,23.149285714285714,23.182,21.085714285714285,16.176666666666666,30.45,29.97,33.26,35.57,33.88,35.55,33.29,32.92,30.12,33.25,7.04,10.07,10.6,13.2,14.89,15.75,13.45,13.63,9.89,3.68,1770.2499999999998,409,2977.9399999999996,22.240461904761904,35.57,3.68,493.02,804.6600000000001,472.57000000000005,77.86,225.26000000000002,105.88000000000001,967.4199999999998,1218.8799999999999,791.6399999999999
ILH1,2023,131.98999999999998,153.9,144.63000000000002,209.42000000000002,218.53500000000003,216.645,195.76000000000005,198.31500000000003,174.17999999999998,170.33500000000004,52.760000000000005,10.059999999999999,19.86,67.05000000000001,59.68,16.95,72.06,21.82,11.91,50.72,341.98999999999995,379.32000000000005,354.4699999999999,316.27,371.90000000000003,355.34000000000003,263.02000000000004,324.88999999999993,252.43,217.76000000000002,17.735,20.266000000000002,20.062666666666665,24.388,24.108125,25.928666666666665,23.242666666666665,24.227333333333334,21.526,20.124375,27.42,31.74,31.47,34.06,33.68,38.2,34.58,35.89,34.26,30.26,1.99,5.74,8.08,14.39,15.54,14.95,14.4,10.19,8.64,9.66,1813.7100000000003,382.87,3177.39,22.160883333333334,38.2,1.99,430.52,840.3600000000001,542.83,82.68,215.74,84.45,1075.7799999999997,1306.5300000000002,795.0799999999999
INH1,2014,197.52499999999998,235.28500000000003,194.93,182.76999999999998,217.98000000000005,240.60999999999993,105.37500000000001,98.86500000000001,54.61,12.1,89.98000000000002,56.67,58.43000000000001,24.37,74.84,78.69,70.96,76.99,32.35,19.45,419.71,412.71000000000004,407.68999999999994,357.95,318.21999999999997,312.02,266.21,230.63000000000002,167.83999999999997,132.79999999999998,21.101111111111113,23.19333333333333,21.185555555555556,21.16764705882353,22.202777777777776,23.285555555555554,15.485882352941177,13.869444444444445,10.610555555555555,1.8138888888888893,29.52,30.84,29.68,29.5,30.96,30.22,27.26,26.54,22.96,17.54,10.6,9.4,11.1,12.11,8.75,11.07,5.69,2.31,0.45,-12.23,1540.0499999999997,582.7300000000001,3025.7800000000007,17.39157516339869,30.96,-12.23,627.74,746.7349999999999,165.57500000000002,205.08000000000004,248.86,128.79,1240.1100000000001,1254.3999999999999,531.27
INH1,2015,134.245,150.74000000000004,186.16999999999996,159.11499999999998,216.32500000000005,175.825,153.86,190.02999999999997,130.79999999999998,88.21000000000001,25.200000000000003,132.28,167.95,103.16,48.71999999999999,18.19,27.809999999999995,24.779999999999998,44.34,2.92,319.30999999999995,300.78000000000003,278.01,269.68999999999994,347.31,339.65999999999997,292.98999999999995,279.55999999999995,248.67000000000002,214.72000000000003,18.13,20.236,21.883125,21.04,23.88125,22.032666666666668,20.384,21.836875,18.504,14.069375,27.4,30.78,28.47,28.87,30.8,28.97,29.29,31.43,28.33,25.74,4.75,6.33,11.51,11.35,15.71,13.68,10.84,7.38,7.93,4.91,1585.3200000000002,595.3499999999999,2890.7,20.199729166666668,31.43,4.75,471.155,705.1250000000001,409.03999999999996,325.43,197.88,72.04,898.0999999999999,1249.6499999999999,742.95
INH1,2016,155.20500000000004,156.26999999999998,175.79000000000002,170.56,206.855,203.65,188.87500000000003,181.435,154.25,114.32500000000002,16.47,51,57.01999999999999,58.36,65.87,8.25,138.48,49.2,55.879999999999995,27.840000000000003,347.40999999999997,321.04999999999995,364.92,288.17,309.65999999999997,315.51000000000005,230.43999999999997,268.21999999999997,229.54999999999998,173.35000000000002,20.00733333333333,21.569285714285712,23.11357142857143,22.42857142857143,25.160714285714285,25.416428571428572,23.492142857142856,22.945714285714285,20.955714285714286,17.822142857142858,28.88,31.79,31.57,30.36,30.4,34.33,32.56,31.76,29.47,29.36,6.14,11.4,11.13,10.14,15.22,15.6,14.25,11.87,11.32,9.32,1707.2150000000001,528.3699999999999,2848.2799999999997,22.291161904761903,34.33,6.14,487.26500000000004,769.9399999999999,450.01,124.48999999999998,270.96000000000004,132.92000000000002,1033.3799999999999,1143.78,671.12
INH1,2017,132.44500000000002,186.80500000000004,163.41,208.91,209.95,158.015,160.59000000000003,129.89000000000001,183.22,126.11500000000001,67.18999999999998,48.92999999999999,96.01999999999998,77.97,70.27999999999999,26.540000000000003,40.87999999999999,11.759999999999996,35.09,59.04,319.25999999999993,424.92,344.78999999999996,358.52,362.73,309.84,332.21,261.79999999999995,262.12,174.13000000000002,18.365,22.0625,21.14666666666667,23.32,23.385625,20.872,19.996875,18.127333333333333,21.284375,16.697499999999998,29.14,31.15,28.82,29.51,30.84,29.66,30.86,31.37,32.98,28.1,7.39,10.16,9.46,14.09,12.45,11.83,9.26,7.36,6.82,5.1,1659.3500000000001,533.6999999999999,3150.3199999999997,20.5257875,32.98,5.1,482.6600000000001,737.465,439.225,212.13999999999996,215.67,105.89,1088.9699999999998,1363.3,698.05
INH1,2018,131.60500000000002,174.095,156.23999999999998,192.595,177.73000000000002,180.80999999999997,170.23000000000002,186.975,182.36,152.79999999999998,33.10999999999999,33.769999999999996,57.06999999999999,86.71,25.42,28.849999999999998,54.74999999999999,70.75,30.15,66.43,286.28,333.29999999999995,279.96000000000004,295.38,341.0899999999999,304.81,253.05999999999995,262.64,241.69000000000003,219.51000000000002,19.355,22.911428571428573,22.247692307692308,23.975714285714286,24.266923076923078,23.080000000000002,23.23923076923077,23.295,24.40230769230769,20.95357142857143,27.63,33.54,31.18,31.89,30.9,30.57,32.22,31.21,33.51,32.47,7.82,10.83,9.82,16.03,12.4,13.75,14.81,14.32,13.92,11.81,1705.4399999999998,487.01,2817.7200000000003,22.772686813186812,33.54,7.82,461.94000000000005,721.365,522.135,123.94999999999999,195.73,167.33,899.54,1194.34,723.84
INH1,2019,120.52000000000002,161.07499999999996,185.00500000000002,177.28000000000003,169.56,161.88000000000002,138.815,152.57,153.04,113.41500000000002,49.28,60.47,27.49,40.720000000000006,14.229999999999999,39.81,40.04,17.08,53.900000000000006,23.28,250.14000000000001,287.20000000000005,327.11999999999995,295.22999999999996,313.76,215.82999999999998,240.60000000000002,210.99,206.85,177.94,19.37076923076923,22.696153846153845,24.725384615384616,23.928461538461537,23.12,23.506666666666668,20.74076923076923,21.903846153846153,21.425384615384615,18.035384615384615,27.41,30.41,31.68,31.12,29.77,30.53,28.61,31.78,31.79,31.73,8.2,11.94,13.9,12.86,13.99,14.3,12.57,10.49,11.93,2.95,1533.1599999999999,366.29999999999995,2525.66,21.94528205128205,31.79,2.95,466.6,647.5350000000001,419.02500000000003,137.24,134.8,94.26,864.46,1065.42,595.78
INH1,2020,123.755,150.67499999999998,152.57999999999998,199.495,211.93500000000003,171.32,180.36,192.995,158.90999999999997,108.81000000000002,81.85000000000001,30.409999999999997,22.46,51.629999999999995,75.83000000000001,48.839999999999996,28.849999999999998,15.020000000000001,29.89,7.640000000000001,262.46000000000004,325.59,356.84,340.88,325.7100000000001,298.11,327.56000000000006,278.28,219.88999999999996,226.96999999999997,17.936666666666667,20.927142857142858,21.275714285714287,24.785714285714285,24.508,22.529285714285713,22.95714285714286,24.271428571428572,20.909285714285716,15.962666666666667,29.14,29.56,31.05,32.3,31.04,32.45,31.52,35.01,31.15,28.86,1.19,8.31,8.12,13.94,14.62,12.63,12.9,13.34,9.73,5.42,1650.8349999999996,392.41999999999996,2962.29,21.606304761904763,35.01,1.19,427.00999999999993,763.11,460.715,134.72,205.15,52.550000000000004,944.8899999999999,1292.2600000000002,725.1399999999999
INH1,2021,119.61000000000001,171.52000000000004,166.54499999999996,143.90500000000003,179.79500000000002,167.15999999999997,173.93,193.92499999999998,156.40500000000003,129.125,37.18000000000001,31.92,120.05,49.49,42.64999999999999,8.65,26.49,36.43,28.55,52.91,271.14,325.47,242.82000000000005,236.7,270.06,298.87999999999994,222.01999999999998,259.68,233.53,196.83999999999995,18.897692307692306,23.388461538461538,23.141538461538463,22.153333333333332,23.92153846153846,22.956153846153846,24.71666666666667,25.583076923076923,21.802307692307693,19.656153846153845,30.36,33.13,30.46,30.35,31.17,31.87,32.53,34.55,31.67,33.39,4.63,11.92,9.38,11.72,16.59,13.24,13.97,13.46,11.89,7.69,1601.9199999999998,434.32000000000005,2557.1400000000003,22.621692307692307,34.55,4.63,457.675,664.79,479.45500000000004,189.15,127.27999999999999,117.89,839.4300000000001,1027.6599999999999,690.05
INH1,2022,137.00000000000003,145.01500000000001,179.69500000000002,199.065,196.15,219.41500000000002,181.95,201.82000000000002,155.62000000000003,103.28999999999999,53.769999999999996,32.980000000000004,17.710000000000004,31.750000000000004,40.09,47.400000000000006,31.97,53.71999999999999,34.980000000000004,3.6799999999999993,312.30000000000007,334.3399999999999,368.23999999999995,342.96000000000004,309.22,298.32000000000005,277.1700000000001,278.95,221.19000000000003,254.10000000000002,19.136,19.733999999999998,23.613571428571426,23.932666666666666,25.09642857142857,25.198666666666668,22.946428571428573,23.477333333333334,20.998571428571427,15.372666666666667,29.63,30.01,32.46,32.79,34.37,34.72,32.88,34.25,31.21,35.19,6.82,9.36,11.03,11.47,13.59,15.49,13.9,13.13,10.26,3.13,1719.0200000000002,348.05,2996.79,21.950633333333332,35.19,3.13,461.71000000000004,796.5800000000002,460.73,104.46000000000001,151.21,92.37999999999998,1014.8799999999999,1227.67,754.24
INH1,2023,135.14999999999998,170.49499999999998,153.465,228.74,229.98,213.16,217.745,182.16499999999996,162.49,105.41499999999999,39.77,4.18,17.810000000000002,76.15999999999998,41.10000000000001,112.46999999999998,20.01,15.529999999999998,20.979999999999997,52.239999999999995,370.02000000000004,445.8399999999999,360.98,352.16999999999996,380,318.94,329.22,293.32,246.51,211.20000000000002,17.252352941176472,20.087647058823528,19.676875,23.888823529411766,24.128235294117648,23.891875,23.31705882352941,21.395625,18.938235294117646,14.43235294117647,26.67,31.58,31.59,34.36,34.28,36.68,34.23,33.75,30.57,31.51,4.99,5.15,8.4,12.09,14.03,14.48,12.78,9.73,8.38,1.92,1798.805,400.24999999999994,3308.2,20.700908088235295,36.68,1.92,459.11,889.625,450.06999999999994,61.760000000000005,249.73999999999995,88.74999999999999,1176.84,1380.33,751.03
KSH1,2015,132.625,91.02499999999999,162.98499999999996,206.95000000000002,217.41500000000002,229.74499999999995,236.96,213.88,212.555,211.26,59.82,118.22999999999999,72.36,57.56999999999999,30.460000000000004,44.169999999999995,69.94,22.64,25.780000000000005,23.779999999999994,312.41,269.98,350.68,363.4,376.18999999999994,367.14,362.92999999999995,335.44,333.11,306.23,17.636875,15.166,21.154666666666667,24.816666666666666,26.090666666666667,27.064,27.600666666666665,25.296666666666667,25.337333333333333,23.91125,31.84,27.22,32.93,36.59,36.59,38.58,39.65,35.95,35.67,38.72,5.96,3.73,10.16,15.98,15.76,14.74,18.14,13.88,14.11,11.05,1915.4,524.75,3377.51,23.40747916666667,39.65,3.73,386.63499999999993,891.0699999999999,637.6949999999999,250.40999999999997,202.14,72.19999999999999,933.0700000000002,1469.6599999999999,974.78
KSH1,2016,95.48999999999998,116.195,166.985,250.26500000000004,243.755,279.495,244.97500000000002,236.90999999999997,212.97500000000002,196.04999999999995,121.47,38,114.41,35.42,98.75,38.97,89.85999999999999,55.94999999999999,81.72999999999999,47.35,303.66,396.13,336.34,477.43,365.58000000000004,447.09,335.18,390.75999999999993,297.01,285.27000000000004,14.199411764705882,16.021764705882354,20.38,26.06235294117647,26.203125,28.26705882352941,26.273125,24.81058823529412,23.475,21.793529411764705,26.94,29.51,29.53,36.97,37.41,39.97,36.86,35.26,33.2,33.55,2.95,5.05,8.83,12.52,16.89,19.38,18.12,13,11.77,7.08,2043.0949999999996,721.91,3634.4499999999994,22.748595588235293,39.97,2.95,378.66999999999996,1018.4900000000001,645.935,273.88,263,185.02999999999997,1036.1299999999999,1625.28,973.04
KSH1,2018,201.92499999999995,214.23500000000004,241.04999999999998,227.52500000000003,260.90500000000003,217.51999999999998,209.64000000000004,221.17999999999998,193.21999999999997,119.845,30.93,46.650000000000006,39.86,62.53000000000001,52.22,70.03999999999999,87.39,99.94999999999999,22.799999999999997,49.15,384.28000000000003,400.52,388.40999999999997,383.88999999999993,415.4800000000001,357.04,304.68000000000006,277.34999999999997,282.46000000000004,218.69000000000005,23.089375,25.79,28.345333333333333,26.896666666666665,28.5275,25.868666666666666,24.468666666666667,25.706666666666667,23.246666666666666,17.19625,32.68,36.36,39.04,38.23,37.78,36.45,34.75,38.23,34.03,33.77,12.1,14.98,16.65,15.98,19.44,14.88,15.25,15.46,12.11,6.92,2107.045,561.52,3412.8,24.913579166666665,39.04,6.92,657.2099999999999,915.5900000000001,534.245,117.44000000000001,272.18,171.89999999999998,1173.21,1461.0900000000001,778.5
