site,year,gdd_s1,gdd_s2,gdd_s3,gdd_s4,gdd_s5,gdd_s6,gdd_s7,gdd_s8,gdd_s9,gdd_s10,prcp_s1,prcp_s2,prcp_s3,prcp_s4,prcp_s5,prcp_s6,prcp_s7,prcp_s8,prcp_s9,prcp_s10,rad_s1,rad_s2,rad_s3,rad_s4,rad_s5,rad_s6,rad_s7,rad_s8,rad_s9,rad_s10,t2m_s1,t2m_s2,t2m_s3,t2m_s4,t2m_s5,t2m_s6,t2m_s7,t2m_s8,t2m_s9,t2m_s10
IAH2,2016,71.80000000000001,110.04499999999999,188.81,213.20999999999998,206.33999999999997,235.745,207.735,195.135,177.7,88.7,111.96000000000001,50.690000000000005,31.090000000000003,22.490000000000002,93.24999999999999,64.08,68.67,40.93,111.02000000000002,62.470000000000006,273.79,379.2200000000001,435.94999999999993,463.4,395.75,344.6400000000001,351.36,287.32000000000005,265.24,235.26000000000002,12.762941176470589,15.152352941176472,21.419999999999998,22.879411764705882,22.39941176470588,24.178823529411765,22.448823529411765,21.512941176470587,20.25235294117647,13.696470588235295
IAH2,2017,127.07,172.305,211.96500000000003,252.01999999999995,259.765,196.95999999999998,173.69500000000002,216.25,97.23500000000001,51.835,113.67,9.42,48.91,27.319999999999997,42.81999999999999,72.36,56.43,65.92,130.10000000000002,21.419999999999998,364.71999999999997,484.30999999999995,427.64,467.69000000000005,408.92,330.60999999999996,326.9,283.84,182.76999999999998,191.51,16.104444444444443,19.558333333333334,22.037222222222223,24.93,25.657222222222224,21.483529411764707,19.50111111111111,22.043333333333333,14.054444444444444,8.101666666666667
IAH2,2018,129.065,210.50500000000005,238.14999999999992,215.36,244.45999999999998,233.75,194.285,197.80499999999998,97.14500000000002,36.864999999999995,75.68000000000002,52.56,150.01,76.91,17.68,33.63,145.76999999999998,74.65,93.44,65.60000000000001,338.77000000000004,426.86,362.65,383.46000000000004,433.37000000000006,400.03,261.74,297.32,190.42000000000002,190.79,16.532222222222224,22.35388888888889,23.539444444444445,23.03,23.95277777777778,23.451666666666668,21.448823529411765,20.874444444444443,14.272777777777778,7.004444444444444
IAH2,2019,55.935,122,174.725,252.73999999999995,240.64000000000001,224.29999999999998,191.245,214.325,130.28000000000003,36.804999999999986,70.13,124.18000000000002,56.21000000000001,72.59,46.660000000000004,39.14000000000001,68.59,88.93999999999998,120.07,48.169999999999995,324.84999999999997,349.50000000000006,396.74999999999994,391.96999999999997,399.29999999999995,379.43000000000006,349.0300000000001,259.28000000000003,209.39999999999995,205.13,10.142631578947368,16.489444444444445,19.869444444444444,23.400526315789474,23.715,22.473333333333333,20.117894736842103,21.927222222222223,16.345555555555556,7.474210526315789
IAH2,2021,86.33999999999999,139.665,224.155,214.35500000000002,213.61499999999998,238.47,229.6,226.45499999999996,171.55999999999997,160.52,43.769999999999996,49.870000000000005,11.469999999999999,60.419999999999995,77.68,43.61,27.959999999999997,71,11.04,28.770000000000003,393.46,260.53000000000003,464.2099999999999,379.13999999999993,370.98,372.71999999999997,350.78,292.07,281.98,224.23000000000002,13.182941176470589,17.705882352941178,24.672941176470587,24.066875,23.29529411764706,25.063529411764705,24.9325,23.790588235294116,19.950588235294116,18.88529411764706
IAH2,2022,113.55000000000001,182.48000000000002,209.975,223.53500000000005,214.40999999999997,205.48,206.065,168.935,122.525,75.235,46.01,76.61999999999999,28.229999999999997,40.33,12.879999999999999,35.72,29.700000000000003,35.04,5.289999999999999,8.780000000000001,317.10999999999996,338.65,393.29,353.58,374.36999999999995,301.8999999999999,298.12,263.84000000000003,245.27,200.69000000000003,16.405625,22.71,24.954666666666668,25.834,26.118,25.034,24.196666666666665,21.016666666666666,17.394666666666666,11.675333333333333
IAH2,2023,131.72,158.98,190.45,211.735,189.29000000000002,221.67499999999998,185.23,234.12,153.875,169.35500000000002,52.35,24.43,33.559999999999995,43.83,49.42999999999999,27.82,63.779999999999994,1.54,31.39,32.63,277.97999999999996,381.59000000000003,352.73,343.5900000000001,352.35,323.93,308.14000000000004,348.89,231.07999999999998,200.54999999999995,18.135625,20.564,22.578125,25.050666666666668,21.9125,26.177333333333333,22.733999999999998,26.43875,20.081333333333333,20.544375
IAH3,2014,172.985,178.745,179.86999999999998,179.29000000000002,167.36500000000004,210.42499999999995,150.165,115.66,49.965,50.06,39.589999999999996,127.12,153.28,51.209999999999994,21.000000000000004,55.39999999999999,123.67,8.07,75.99,6.090000000000001,371.69999999999993,343.97,324.59999999999997,385.28,311.33000000000004,304.16,253.55,283.79999999999995,182.13,202.10000000000002,20.20705882352941,20.904705882352943,21.5075,20.94058823529412,20.90625,22.45294117647059,19.1875,15.869411764705882,10.718125,9.121764705882352
IAH3,2015,106.29000000000002,113.22,166.71,165.62499999999997,176.85999999999999,203.065,185.38000000000002,147.51999999999998,179.595,137.01500000000001,47.36000000000001,60.49,105.44000000000001,80.54,53.49000000000001,77.29,50.53,74.44000000000001,24.1,66.28999999999999,295.35,298.94,314.1,299.62000000000006,318.88,337.48,321.36999999999995,283.31,300.34,254.70000000000002,15.758125,16.930666666666667,20.563125,21.362666666666666,21.410625,23.804666666666666,22.525333333333332,19.245625,21.895333333333333,18.01625
IAH3,2016,74.82499999999999,113.11,172.01999999999998,218.175,190.785,237.69,213.53,187.13,174.23999999999998,137.985,54.900000000000006,25,59.37,79.78999999999999,71.50000000000001,46.92000000000001,122.79000000000002,47.419999999999995,90.58,55.410000000000004,269.19,366.09,441.53999999999996,458.12,343.9,342.3599999999999,326.46,319.58,276.03999999999996,222.07,13.07529411764706,15.348823529411765,21.01375,23.34470588235294,22.145625,24.241764705882353,23.642500000000002,21.077058823529413,20.881875,17.804117647058824
IAH3,2017,71.36,121.62499999999997,222.85999999999999,196.79,262.505,210.77999999999997,210.15499999999997,180.535,201.28500000000003,107.74999999999999,66.2,58.24000000000001,41.46,41.69,58.7,7.44,69.09,0.2,29.41,97.22000000000001,326.22,369.1,500.02,436.92,447.6499999999999,390.57,318.91999999999996,348.7200000000001,271.23,178.27999999999994,11.403333333333334,16.252222222222223,22.856666666666666,21.109444444444446,25.604444444444443,22.64764705882353,21.477222222222224,19.75277777777778,21.157222222222224,14.614444444444445
IAH3,2018,133.64000000000001,207.41,227.555,220.53000000000003,232.83999999999997,197.435,219.75499999999997,186.785,155.125,56.545,58.72999999999999,48.82,89.81,93.89999999999999,57.39,68.91,48.23999999999999,219.14,73.37,125.67,334.0400000000001,387.5200000000001,393.59000000000003,378.4600000000001,414.8800000000001,357.5,325.65000000000003,248.29999999999993,268.53999999999996,142.1,17.488823529411764,22.81764705882353,23.981176470588235,23.508235294117647,24.31058823529412,22.71,23.050588235294118,21.008823529411764,18.484117647058824,10.59235294117647
IAH3,2019,80.435,162.13500000000002,170.24,248.16000000000003,232.75500000000002,205.62,164.97,209.98,112.86500000000002,26.740000000000002,111.39,101.55,70.36999999999999,36.04,27.81,48.94,48.24,98.32000000000001,125.12000000000002,32.9,300.18,367.03000000000003,362.68000000000006,411.27,421.24000000000007,352.38,305.7299999999999,261.7,202.16,207.35999999999999,12.878333333333334,19.699411764705882,19.62611111111111,24.769411764705882,23.447777777777777,22.240000000000002,19.68,21.60333333333333,15.685882352941176,6.858333333333333
IAH3,2021,100.30000000000001,163.13,233.46499999999997,211.46499999999997,235.58999999999997,237.025,225.985,182.71499999999997,175.72,122.93500000000002,62.33999999999999,18.090000000000007,48.11,42.5,34.9,36.1,86.82,18.110000000000003,10.060000000000002,50.36,300.43000000000006,384.61,419.97999999999996,318.79999999999995,358.91,337.40000000000003,353.91,288.22999999999996,280.04,188.89000000000001,14.222941176470588,19.261764705882353,24.520588235294117,23.656875,24.885882352941177,24.29764705882353,24.89,20.689411764705884,19.704117647058823,15.69235294117647
IAH3,2022,136.52999999999997,161.30499999999998,209.20000000000005,223.88,221.91500000000002,221.93999999999997,208.425,183.96999999999997,129.54000000000002,66.26,29.630000000000003,60.78,47.160000000000004,66.66000000000001,19.1,26.56,45.14,22.63,19.54,4.24,333.09999999999997,351.53000000000003,426.43000000000006,362.16,382.14,340.66,316.94,283.21000000000004,260.68,240.04,17.44235294117647,20.130625000000002,23.791875,24.54625,24.815,24.968125,23.100625,21.41625,16.70625,9.464705882352941
IAH3,2023,129.93999999999997,181.94000000000003,198.765,208.30500000000004,220.495,219.40499999999997,224.62000000000003,177.55499999999998,177.12999999999997,89.21499999999999,17.33,24.83,33.199999999999996,55.21,13.24,43.59,2.3299999999999996,11.91,27.26,51.35,363.73,361.86999999999995,392.52000000000004,356.19999999999993,365.14000000000004,296.38000000000005,358.15000000000003,301.99000000000007,216.13,202.1,17.846875,21.524375,23.108125,23.576875,24.951875,24.316875,25.614375,21.735625,20.80125,13.56
IAH4,2014,178.81,166.23,183.89000000000001,172.83,192.71,204.485,168.83,90.845,83.81499999999997,65.99000000000001,60.75,81.84,156.38,17.03,53.69,54.989999999999995,140.26000000000002,34.26,42.559999999999995,46.43,362.25,340.8799999999999,295.61,369.34000000000003,330.65,292.97,269.61999999999995,239.04,218.39000000000004,183.6,20.514705882352942,20.876875,21.609375,21.295,21.609411764705882,22.759375,20.58,14.695,13.174999999999999,11.351764705882353
IAH4,2015,111.13499999999999,100.27000000000001,161.54999999999995,169.65,169.75500000000005,202.86499999999998,192.62500000000003,136.48999999999998,172.305,140.36499999999998,52.080000000000005,60.230000000000004,85.56,84.02,58.95,92.24000000000001,48.300000000000004,123.21999999999998,41.07,48.410000000000004,270.04999999999995,291.71000000000004,280.77000000000004,315.69,312.96000000000004,327.99,326.03,265.35999999999996,290.52,238.07999999999998,16.3625,16.076,21.116666666666667,21.725333333333335,21.763333333333332,24.038666666666668,23.024,19.078,21.424,19.136
IAH4,2016,79.30000000000001,128.69499999999996,212.625,203.07000000000002,255.20999999999995,227.40000000000003,215.11500000000004,202.215,160.525,105.72500000000002,69.60000000000001,50.81,49.739999999999995,29.58,131.84,27.13,116.6,54.96000000000001,106.75999999999999,15.669999999999998,284.77000000000004,384.53999999999996,497.81,397.66999999999996,414.63999999999993,332.05,338.65,312.62,270.78000000000003,204.81,12.735555555555555,16.76823529411765,22.136111111111113,22.32294117647059,24.543333333333333,23.540588235294116,22.92,21.320555555555554,18.941176470588236,14.315555555555555
IAH4,2017,124.1,145.255,207.425,217.59,244.865,196.92,205.26,174.53000000000003,177.91000000000003,94.99499999999999,83.52,11.129999999999999,46.82,32.940000000000005,33.18000000000001,13.42,69.21,0.48,55.67,115.19,346.91,430.05999999999995,422.6600000000001,422.03,374.71,373.53000000000003,282.9,311.40999999999997,238.96,158.62,16.541764705882354,19.2425,23.60875,23.533529411764707,26.751875000000002,22.57125,21.87470588235294,20.878125,21.23375,14.314117647058824
IAH4,2018,205.91500000000002,209.49000000000004,222.71999999999997,226.625,213.07500000000002,214.08500000000004,193.245,170.64,59.47,29.685,29.6,98.57000000000001,147,35.07000000000001,32.43,83.6,146.1,46.589999999999996,113.89,7.390000000000001,400.65999999999997,376.33000000000004,349.85,417.26000000000005,394.63,311,226.47000000000006,302.01,136.79,202.20999999999998,22.821176470588235,23.6375,23.62529411764706,24.69,22.923529411764704,23.5025,22.285625,19.796470588235294,12.686875,6.107647058823529
IAH4,2019,138.27,165.81,183.125,191.98999999999998,173.155,152.47499999999997,139.425,164.31,123.21000000000001,38.07,27.099999999999998,74.11000000000003,32.42,35.480000000000004,16.790000000000003,70.35000000000001,5.200000000000001,72.42999999999999,102.66000000000001,49.96999999999999,327.83,267.20000000000005,310.28000000000003,326.69000000000005,321.58,232.17000000000004,250.53999999999996,184.23,159.82999999999998,174.09,20.029285714285713,22.055,24.25,24.235,22.482857142857142,21.796153846153846,19.9,22.436923076923076,18.582857142857144,8.918571428571429
IAH4,2021,99.59500000000003,178.78,270.88,259.47,278.02,265.205,253.345,194.52999999999994,171.77500000000003,43.954999999999984,40.22,45.36000000000001,34.940000000000005,61.86000000000001,42.27,23.660000000000004,86.61999999999999,11.36,47.35,97.12,409.51,355.88999999999993,498.06000000000006,388.93000000000006,416.1,407.24000000000007,359.90000000000003,336.35999999999996,238.34999999999997,179.80000000000004,13.735263157894737,19.162105263157894,25.929473684210524,24.464736842105264,25.81684210526316,24.732105263157894,23.913684210526316,20.127894736842105,18.34578947368421,8.061578947368421
IAH4,2022,126.93000000000002,203.93,205.62999999999997,235.85,226.85500000000002,196.85,213.265,155.005,100.545,68.075,85.04000000000002,52.00000000000001,58.989999999999995,24.78,16.17,25.7,53.25000000000001,39.3,1.98,15.510000000000002,327.1,408.09999999999997,342.24999999999994,401.84999999999997,378.91999999999996,303.03000000000003,300.14,229.08999999999997,269.78,201.83999999999995,17.561875,23.488125,24.356666666666666,26.1475,25.904375,23.572666666666667,23.680625,20.147333333333332,14.24625,9.8375
IAH4,2023,150.45000000000002,201.78499999999997,208.54,214.07000000000002,234.32,226.63,238.455,184.59,190.46499999999997,70.66000000000001,58.97999999999999,35.49,50.13,65.06,8.569999999999999,72.24,2.79,10.809999999999999,31.17000000000001,38.17,357.46000000000004,418.84000000000003,414.01000000000005,387.54,373.46000000000004,320.13000000000005,376.91999999999996,305.7699999999999,240.59000000000003,204.06,18.16,21.895882352941175,23.001176470588234,23.30941176470588,25.004117647058823,23.785882352941176,25.58058823529412,21.35058823529412,21.11,11.76764705882353
ILH1,2014,118.92500000000001,172.55000000000004,186.92000000000002,192.02,177.81,165.66000000000003,180.12499999999997,236.42999999999998,102.29500000000002,113.7,77.51,56.94,73.33000000000001,80.63000000000001,66.60000000000001,23.38,31.92000000000001,69.19999999999999,78.84,67.33999999999999,325.85,345.16,351.95000000000005,344.30999999999995,382.37,323.62,238.36999999999995,273.84999999999997,229.75999999999996,237.03,16.746875,21.602,21.815625,22.912,21.444375,21.389333333333333,22.112,24.841875,16.431333333333335,15.8875
ILH1,2015,139.535,139.195,175.51,192.90000000000003,175.84499999999997,224.46499999999997,202.16,180.31499999999994,174.9,137.63500000000002,72.16000000000001,58.839999999999996,95.6,116.72000000000001,71.25000000000001,23.91,28.37,40.85,46.34,39.260000000000005,316.06,319.03000000000003,329.07,290.94,281.58,364.71,333.3,291.02000000000004,262.37,257.97999999999996,18.07375,18.4675,21.887999999999998,22.20625,22.159333333333333,24.44375,23.684666666666665,21.45375,21.914666666666665,18.095
ILH1,2016,90.855,126.09,187.625,222.72,221.03,245.13999999999993,242.365,201.08999999999995,204.47000000000003,142.26999999999998,96,37.4,46.93,49.22,96.02999999999999,72.69,98.50999999999999,36.69,74.57000000000001,23.240000000000002,245.92,392.54999999999995,385.60999999999996,449.82000000000005,354.27,349.93,330.78999999999996,312.64000000000004,281.73999999999995,218.82000000000002,15.00764705882353,16.474117647058822,22.0625,23.88764705882353,23.196470588235293,25.51625,24.622941176470587,22.488125,22.105882352941176,17.771764705882354
ILH1,2017,89.07499999999999,152.11,206.30499999999998,219.995,250.79500000000002,218.66999999999996,234.24000000000007,165.65,220.09,160.44000000000003,159.19999999999996,65.89999999999999,19.4,43.98999999999999,54.959999999999994,52.07,29.88,15.439999999999998,17.77,85.43,305.29,344.14,471.66,437.72999999999996,391.34,348.2299999999999,396.99,339.15000000000003,274.28,202.24999999999994,13.54888888888889,19.04470588235294,22.524117647058823,22.60611111111111,25.462941176470586,23.26,23.491666666666667,19.44470588235294,23.441176470588236,18.155
ILH1,2018,153.155,179.82,195.165,196.39,196.65,172.74500000000003,195.61999999999998,191.275,176.90000000000003,165.88,26.119999999999997,37.400000000000006,91.42999999999999,81.26999999999998,37.85,54.459999999999994,14.97,61.08,72.84,9.219999999999999,274.73,349.34999999999997,303.05,302.87,351.37999999999994,294.12,308.99,235.97000000000003,213.00000000000003,248.97000000000003,20.986428571428572,23.23857142857143,24.246428571428574,24.22642857142857,24.787142857142857,22.425,24.285714285714285,23.65714285714286,23.142142857142858,22.137857142857143
ILH1,2019,179.23000000000005,150.36,209.775,223.71999999999997,179.57500000000002,213.19000000000003,179.35999999999999,187.20499999999998,189.3,75.11,87.26,73,73.25,19.08,13.280000000000001,47.56,61.21000000000001,11.54,59.26,23.180000000000003,329.89000000000004,306.60999999999996,330.3299999999999,369.79999999999995,365.11,298.24000000000007,259.04,262.22,202.16,198.71,21.249375,20.182666666666666,24.162,25.397333333333332,22.393333333333334,24.292,21.98,22.541333333333334,22.436666666666667,12.368666666666666
ILH1,2021,82.39,150.63,184.345,192.22000000000006,202.33500000000004,221.66500000000002,191.97500000000002,238.54500000000002,186.105,166.28,76.47999999999999,73.14,20.34,150.4,66.25000000000001,55.63999999999999,51.34,39.779999999999994,44.2,39.470000000000006,309.57,289.53999999999996,389.18,314.09999999999997,314.38,319.65,286.12,333.35999999999996,291.26,266.85,13.211875,19.089375,21.45875,22.989333333333335,22.918125,24.08875,22.89,25.135625,21.321875,20.12125
ILH1,2022,151.6,155.38,186.04,207.97,193.14499999999998,221.36,182.185,199.595,157.625,115.35,43.5,25.419999999999998,8.94,93.02,21.939999999999998,72.56000000000002,37.74000000000001,56.51,19.67,29.7,307.68,311.15,348.59,324.17999999999995,336.68,294.4,263.62,292.36999999999995,237.23000000000002,262.03999999999996,20.101333333333333,20.568666666666665,24.00642857142857,24.564,24.507857142857144,25.062666666666665,23.149285714285714,23.182,21.085714285714285,16.176666666666666
ILH1,2023,131.98999999999998,153.9,144.63000000000002,209.42000000000002,218.53500000000003,216.645,195.76000000000005,198.31500000000003,174.17999999999998,170.33500000000004,52.760000000000005,10.059999999999999,19.86,67.05000000000001,59.68,16.95,72.06,21.82,11.91,50.72,341.98999999999995,379.32000000000005,354.4699999999999,316.27,371.90000000000003,355.34000000000003,263.02000000000004,324.88999999999993,252.43,217.76000000000002,17.735,20.266000000000002,20.062666666666665,24.388,24.108125,25.928666666666665,23.242666666666665,24.227333333333334,21.526,20.124375
INH1,2014,197.52499999999998,235.28500000000003,194.93,182.76999999999998,217.98000000000005,240.60999999999993,105.37500000000001,98.86500000000001,54.61,12.1,89.98000000000002,56.67,58.43000000000001,24.37,74.84,78.69,70.96,76.99,32.35,19.45,419.71,412.71000000000004,407.68999999999994,357.95,318.21999999999997,312.02,266.21,230.63000000000002,167.83999999999997,132.79999999999998,21.101111111111113,23.19333333333333,21.185555555555556,21.16764705882353,22.202777777777776,23.285555555555554,15.485882352941177,13.869444444444445,10.610555555555555,1.8138888888888893
INH1,2015,134.245,150.74000000000004,186.16999999999996,159.11499999999998,216.32500000000005,175.825,153.86,190.02999999999997,130.79999999999998,88.21000000000001,25.200000000000003,132.28,167.95,103.16,48.71999999999999,18.19,27.809999999999995,24.779999999999998,44.34,2.92,319.30999999999995,300.78000000000003,278.01,269.68999999999994,347.31,339.65999999999997,292.98999999999995,279.55999999999995,248.67000000000002,214.72000000000003,18.13,20.236,21.883125,21.04,23.88125,22.032666666666668,20.384,21.836875,18.504,14.069375
INH1,2016,155.20500000000004,156.26999999999998,175.79000000000002,170.56,206.855,203.65,188.87500000000003,181.435,154.25,114.32500000000002,16.47,51,57.01999999999999,58.36,65.87,8.25,138.48,49.2,55.879999999999995,27.840000000000003,347.40999999999997,321.04999999999995,364.92,288.17,309.65999999999997,315.51000000000005,230.43999999999997,268.21999999999997,229.54999999999998,173.35000000000002,20.00733333333333,21.569285714285712,23.11357142857143,22.42857142857143,25.160714285714285,25.416428571428572,23.492142857142856,22.945714285714285,20.955714285714286,17.822142857142858
INH1,2017,132.44500000000002,186.80500000000004,163.41,208.91,209.95,158.015,160.59000000000003,129.89000000000001,183.22,126.11500000000001,67.18999999999998,48.92999999999999,96.01999999999998,77.97,70.27999999999999,26.540000000000003,40.87999999999999,11.759999999999996,35.09,59.04,319.25999999999993,424.92,344.78999999999996,358.52,362.73,309.84,332.21,261.79999999999995,262.12,174.13000000000002,18.365,22.0625,21.14666666666667,23.32,23.385625,20.872,19.996875,18.127333333333333,21.284375,16.697499999999998
INH1,2018,131.60500000000002,174.095,156.23999999999998,192.595,177.73000000000002,180.80999999999997,170.23000000000002,186.975,182.36,152.79999999999998,33.10999999999999,33.769999999999996,57.06999999999999,86.71,25.42,28.849999999999998,54.74999999999999,70.75,30.15,66.43,286.28,333.29999999999995,279.96000000000004,295.38,341.0899999999999,304.81,253.05999999999995,262.64,241.69000000000003,219.51000000000002,19.355,22.911428571428573,22.247692307692308,23.975714285714286,24.266923076923078,23.080000000000002,23.23923076923077,23.295,24.40230769230769,20.95357142857143
INH1,2019,120.52000000000002,161.07499999999996,185.00500000000002,177.28000000000003,169.56,161.88000000000002,138.815,152.57,153.04,113.41500000000002,49.28,60.47,27.49,40.720000000000006,14.229999999999999,39.81,40.04,17.08,53.900000000000006,23.28,250.14000000000001,287.20000000000005,327.11999999999995,295.22999999999996,313.76,215.82999999999998,240.60000000000002,210.99,206.85,177.94,19.37076923076923,22.696153846153845,24.725384615384616,23.928461538461537,23.12,23.506666666666668,20.74076923076923,21.903846153846153,21.425384615384615,18.035384615384615
INH1,2020,123.755,150.67499999999998,152.57999999999998,199.495,211.93500000000003,171.32,180.36,192.995,158.90999999999997,108.81000000000002,81.85000000000001,30.409999999999997,22.46,51.629999999999995,75.83000000000001,48.839999999999996,28.849999999999998,15.020000000000001,29.89,7.640000000000001,262.46000000000004,325.59,356.84,340.88,325.7100000000001,298.11,327.56000000000006,278.28,219.88999999999996,226.96999999999997,17.936666666666667,20.927142857142858,21.275714285714287,24.785714285714285,24.508,22.529285714285713,22.95714285714286,24.271428571428572,20.909285714285716,15.962666666666667
INH1,2021,119.61000000000001,171.52000000000004,166.54499999999996,143.90500000000003,179.79500000000002,167.15999999999997,173.93,193.92499999999998,156.40500000000003,129.125,37.18000000000001,31.92,120.05,49.49,42.64999999999999,8.65,26.49,36.43,28.55,52.91,271.14,325.47,242.82000000000005,236.7,270.06,298.87999999999994,222.01999999999998,259.68,233.53,196.83999999999995,18.897692307692306,23.388461538461538,23.141538461538463,22.153333333333332,23.92153846153846,22.956153846153846,24.71666666666667,25.583076923076923,21.802307692307693,19.656153846153845
INH1,2022,137.00000000000003,145.01500000000001,179.69500000000002,199.065,196.15,219.41500000000002,181.95,201.82000000000002,155.62000000000003,103.28999999999999,53.769999999999996,32.980000000000004,17.710000000000004,31.750000000000004,40.09,47.400000000000006,31.97,53.71999999999999,34.980000000000004,3.6799999999999993,312.30000000000007,334.3399999999999,368.23999999999995,342.96000000000004,309.22,298.32000000000005,277.1700000000001,278.95,221.19000000000003,254.10000000000002,19.136,19.733999999999998,23.613571428571426,23.932666666666666,25.09642857142857,25.198666666666668,22.946428571428573,23.477333333333334,20.998571428571427,15.372666666666667
INH1,2023,135.14999999999998,170.49499999999998,153.465,228.74,229.98,213.16,217.745,182.16499999999996,162.49,105.41499999999999,39.77,4.18,17.810000000000002,76.15999999999998,41.10000000000001,112.46999999999998,20.01,15.529999999999998,20.979999999999997,52.239999999999995,370.02000000000004,445.8399999999999,360.98,352.16999999999996,380,318.94,329.22,293.32,246.51,211.20000000000002,17.252352941176472,20.087647058823528,19.676875,23.888823529411766,24.128235294117648,23.891875,23.31705882352941,21.395625,18.938235294117646,14.43235294117647
KSH1,2015,132.625,91.02499999999999,162.98499999999996,206.95000000000002,217.41500000000002,229.74499999999995,236.96,213.88,212.555,211.26,59.82,118.22999999999999,72.36,57.56999999999999,30.460000000000004,44.169999999999995,69.94,22.64,25.780000000000005,23.779999999999994,312.41,269.98,350.68,363.4,376.18999999999994,367.14,362.92999999999995,335.44,333.11,306.23,17.636875,15.166,21.154666666666667,24.816666666666666,26.090666666666667,27.064,27.600666666666665,25.296666666666667,25.337333333333333,23.91125
KSH1,2016,95.48999999999998,116.195,166.985,250.26500000000004,243.755,279.495,244.97500000000002,236.90999999999997,212.97500000000002,196.04999999999995,121.47,38,114.41,35.42,98.75,38.97,89.85999999999999,55.94999999999999,81.72999999999999,47.35,303.66,396.13,336.34,477.43,365.58000000000004,447.09,335.18,390.75999999999993,297.01,285.27000000000004,14.199411764705882,16.021764705882354,20.38,26.06235294117647,26.203125,28.26705882352941,26.273125,24.81058823529412,23.475,21.793529411764705
KSH1,2018,201.92499999999995,214.23500000000004,241.04999999999998,227.52500000000003,260.90500000000003,217.51999999999998,209.64000000000004,221.17999999999998,193.21999999999997,119.845,30.93,46.650000000000006,39.86,62.53000000000001,52.22,70.03999999999999,87.39,99.94999999999999,22.799999999999997,49.15,384.28000000000003,400.52,388.40999999999997,383.88999999999993,415.4800000000001,357.04,304.68000000000006,277.34999999999997,282.46000000000004,218.69000000000005,23.089375,25.79,28.345333333333333,26.896666666666665,28.5275,25.868666666666666,24.468666666666667,25.706666666666667,23.246666666666666,17.19625
MIH1,2016,166.46500000000003,197.54000000000002,208.52500000000003,245.75499999999997,243.555,174.03,172.46,93.93500000000002,65.07499999999999,39.92500000000001,22.13,17.71,46.510000000000005,57.76,173.49,32.38,50.05,65.99999999999999,61.96000000000001,25.070000000000004,412.69000000000005,434.75999999999993,390.97999999999996,392.99,352.90000000000003,328.15999999999997,275.29999999999995,205.68999999999997,156.86999999999995,166.16,19.26388888888889,21.390555555555554,22.71764705882353,24.343333333333334,24.227777777777778,20.421764705882353,19.522222222222222,14.580588235294117,10.975555555555555,8.187777777777777
MIH1,2017,100.95,156.26999999999998,142.30999999999997,179.53999999999996,169.51500000000001,172.835,136.26500000000001,123.19,154.875,94.675,18.659999999999997,33.63,36.64,51.629999999999995,21.23,27.83,13.79,14.91,22.1,141.92999999999998,343.65,359.55000000000007,353.27000000000004,322.24999999999994,325.74000000000007,296.33000000000004,261.29999999999995,239.05000000000004,234.99,176.00000000000003,16.105625,20.592,19.748,22.42866666666667,21.518,21.494,18.599333333333334,17.280666666666665,20.296666666666667,14.388125
MIH1,2018,163.025,193.14000000000001,212.495,192.78,226.49999999999997,196.05499999999998,162.07,95.98000000000002,10.880000000000004,0.009999999999999787,61.28,33.050000000000004,16.13,37.34999999999999,63.970000000000006,87.1,34.419999999999995,98.6,28.259999999999998,37.53999999999999,397.15,343.21000000000004,473.66,325.65999999999997,329.75,257.15,261.53000000000003,170.25000000000003,146.53,85.64999999999999,19.445,21.619411764705884,22.48611111111111,21.618235294117646,22.513333333333332,21.57235294117647,19.151764705882353,13.6,5.529411764705882,1.2727777777777782
MIH1,2019,119.225,162.58,223.85500000000002,200.13,221.11000000000004,151.47000000000003,177.7,95.16,29.555000000000003,0.5399999999999991,93.42999999999999,71.42999999999999,34.67,36.28000000000001,31.220000000000002,33.23,61.219999999999985,117.19000000000001,74.42,41.910000000000004,366.65999999999997,362.73,424.96999999999997,391.51,359.2800000000001,282.76,242.75,198.71,138.07000000000002,115.89999999999998,16.782777777777778,19.84,22.90277777777778,21.87764705882353,22.225555555555555,18.65529411764706,20.121176470588235,14.085,8.078235294117647,-0.8922222222222221
MIH1,2020,148.06499999999997,140.55,204.44500000000002,193.895,175.24,183.85500000000002,155.77499999999998,101.9,72.05000000000001,31.265,21.500000000000004,54.4,101.87,28.01,45.21,8.09,92.66,6.929999999999999,36.480000000000004,55.68,389.12,413.4799999999999,383.30999999999995,362.74,335.29999999999995,333.98,251.95999999999998,259.5,175.61999999999998,121.43,19.349375000000002,18.9225,24.175333333333334,22.49,21.218125,22.445333333333334,19.46625,15.649333333333333,12.5175,7.845
MIH1,2021,134.46,184.45999999999998,178.16000000000003,176.205,185.99499999999998,199.27999999999997,213.29000000000002,162.355,111.9,107.06500000000001,31.15,20.889999999999997,180.02,58.290000000000006,46.21,74.39999999999999,26.089999999999996,24.59,105.93,52.86000000000001,354.17999999999995,384.25000000000006,309.35,303.11,379.32,325.24999999999994,331.36,269.32,189.69,158.90000000000003,17.084705882352942,21.775624999999998,21.423125,21.225625,21.12235294117647,22.554375,23.446875,19.795625,16.088125,15.085882352941177
